datetime,pid,date,segment,numberofsignificantplaces,radiusgyration,timeathome,totaldistance,duration_in_locmap_exercise,duration_in_locmap_greens,duration_in_locmap_study
2021-04-04 05:59:59,INS-W_1005,2021-04-04,morning,1.0,0.0,261.769883333334,3528.64586796365,0.0,0.0,0.0
2021-04-04 11:59:59,INS-W_1005,2021-04-04,afternoon,1.0,0.0,321.461283333334,3381.6886998111,0.0,0.0,0.0
2021-04-04 17:59:59,INS-W_1005,2021-04-04,evening,1.0,0.0,217.216783333334,1325.0940273966,0.0,0.0,0.0
2021-04-04 23:59:59,INS-W_1005,2021-04-04,night,1.0,0.0,148.12775,67.4341119735195,0.0,0.0,0.0
2021-04-05 05:59:59,INS-W_1005,2021-04-05,morning,1.0,0.0,286.911416666667,3025.20260513261,0.0,0.0,0.0
2021-04-05 11:59:59,INS-W_1005,2021-04-05,afternoon,1.0,0.0,240.129916666667,5333.61831256031,0.0,67.5505666666667,6.98796666666667
2021-04-05 17:59:59,INS-W_1005,2021-04-05,evening,1.0,0.0,291.658100000001,3672.54715803273,0.0,0.0,0.0
2021-04-05 23:59:59,INS-W_1005,2021-04-05,night,1.0,0.0,201.55975,782.287567853016,0.0,0.0,0.0
2021-04-06 05:59:59,INS-W_1005,2021-04-06,morning,1.0,0.0,250.035700000001,4775.133781065,0.0,13.7796333333333,3.00056666666667
2021-04-06 11:59:59,INS-W_1005,2021-04-06,afternoon,1.0,1.90570228292168e-09,301.70165,1933.48402269619,0.0,0.0,0.0
2021-04-06 17:59:59,INS-W_1005,2021-04-06,evening,1.0,0.0,216.769833333334,6485.92849260973,0.0,0.0,0.0
2021-04-06 23:59:59,INS-W_1005,2021-04-06,night,1.0,0.0,301.085383333334,3732.82314812025,0.0,0.0,0.0
2021-04-07 05:59:59,INS-W_1005,2021-04-07,morning,1.0,0.0,286.568916666667,2984.73896287208,0.0,0.0,0.0
2021-04-07 11:59:59,INS-W_1005,2021-04-07,afternoon,1.0,0.0,276.027566666667,2478.56992408264,0.0,0.0,0.0
2021-04-07 17:59:59,INS-W_1005,2021-04-07,evening,1.0,0.0,260.859500000001,2410.29766862648,0.0,0.0,0.0
2021-04-07 23:59:59,INS-W_1005,2021-04-07,night,1.0,0.0,247.008600000001,3950.32369989568,0.0,0.0,0.0
2021-04-08 05:59:59,INS-W_1005,2021-04-08,morning,1.0,0.0,302.53485,4600.97705843061,0.0,3.03341666666667,0.0
2021-04-08 11:59:59,INS-W_1005,2021-04-08,afternoon,1.0,0.0,212.396716666667,230.687597288794,0.0,0.0,0.0
2021-04-08 17:59:59,INS-W_1005,2021-04-08,evening,1.0,0.0,300.211933333333,1325.0476341412,0.0,0.0,0.0
2021-04-08 23:59:59,INS-W_1005,2021-04-08,night,1.0,1.905701374816e-09,283.740366666668,5495.08669991923,0.0,0.0,0.0
2021-04-09 05:59:59,INS-W_1005,2021-04-09,morning,1.0,1.90570237521557e-09,325.56215,2793.01038679179,0.0,0.0,0.0
2021-04-09 11:59:59,INS-W_1005,2021-04-09,afternoon,1.0,0.0,301.562183333334,1983.92382780048,0.0,0.0,0.0
2021-04-09 17:59:59,INS-W_1005,2021-04-09,evening,1.0,0.0,331.894566666667,2152.23919721483,0.0,0.0,0.0
2021-04-09 23:59:59,INS-W_1005,2021-04-09,night,1.0,0.0,329.54475,2993.87387024952,0.0,0.0,0.0
2021-04-10 05:59:59,INS-W_1005,2021-04-10,morning,1.0,0.0,318.77865,3774.20626495239,0.0,0.0,0.0
2021-04-10 11:59:59,INS-W_1005,2021-04-10,afternoon,3.0,91.672987013828,264.920183333334,6488.3032320735,0.0,24.4830666666667,0.0
2021-04-10 17:59:59,INS-W_1005,2021-04-10,evening,1.0,0.0,290.778283333334,2760.50382086466,0.0,3.02891666666667,0.0
2021-04-10 23:59:59,INS-W_1005,2021-04-10,night,1.0,0.0,304.0453,1618.90570391436,0.0,0.0,0.0
2021-04-11 05:59:59,INS-W_1005,2021-04-11,morning,1.0,1.90570025336464e-09,281.083616666667,5260.88932274249,0.0,0.0,0.0
2021-04-11 11:59:59,INS-W_1005,2021-04-11,afternoon,1.0,0.0,314.457516666667,1602.32668997111,0.0,0.0,0.0
2021-04-11 17:59:59,INS-W_1005,2021-04-11,evening,1.0,0.0,299.063233333334,1389.68495231239,0.0,0.0,0.0
2021-04-11 23:59:59,INS-W_1005,2021-04-11,night,1.0,0.0,317.99485,2803.33745051016,0.0,0.0,0.0
2021-04-12 05:59:59,INS-W_1005,2021-04-12,morning,1.0,0.0,334.560866666667,1745.01630089131,0.0,0.0,0.0
2021-04-12 11:59:59,INS-W_1005,2021-04-12,afternoon,1.0,0.0,278.527033333333,1171.32518913675,0.0,0.0,0.0
2021-04-12 17:59:59,INS-W_1005,2021-04-12,evening,1.0,1.9057046522146503e-09,298.895266666667,1578.80339216392,0.0,0.0,0.0
2021-04-12 23:59:59,INS-W_1005,2021-04-12,night,1.0,7.07323088988687e-10,176.76405,1885.80172635455,0.0,0.0,0.0
2021-04-13 05:59:59,INS-W_1005,2021-04-13,morning,6.0,398.156765984818,257.8371,6868.89250790837,8.92785,0.0,0.0
2021-04-13 11:59:59,INS-W_1005,2021-04-13,afternoon,1.0,0.0,279.003483333333,1486.91885350068,0.0,0.0,0.0
2021-04-13 17:59:59,INS-W_1005,2021-04-13,evening,1.0,1.90570227455291e-09,292.611,2378.77677117511,0.0,0.0,0.0
2021-04-13 23:59:59,INS-W_1005,2021-04-13,night,1.0,0.0,106.507966666667,640.29555147092,0.0,0.0,0.0
2021-04-14 05:59:59,INS-W_1005,2021-04-14,morning,1.0,0.0,28.9995166666667,0.0,0.0,0.0,0.0
2021-04-14 11:59:59,INS-W_1005,2021-04-14,afternoon,1.0,0.0,286.74491666666654,1449.4087458448198,0.0,0.0,0.0
2021-04-14 17:59:59,INS-W_1005,2021-04-14,evening,1.0,0.0,159.99265,1493.510137581,0.0,0.0,0.0
2021-04-14 23:59:59,INS-W_1005,2021-04-14,night,1.0,0.0,147.019233333333,776.640034703785,0.0,0.0,0.0
2021-04-15 05:59:59,INS-W_1005,2021-04-15,morning,1.0,0.0,326.42825,2305.30680386047,0.0,0.0,0.0
2021-04-15 11:59:59,INS-W_1005,2021-04-15,afternoon,1.0,0.0,294.48635,1411.89863818896,0.0,0.0,0.0
2021-04-15 17:59:59,INS-W_1005,2021-04-15,evening,1.0,0.0,275.70985,1570.58951746074,0.0,0.0,0.0
2021-04-15 23:59:59,INS-W_1005,2021-04-15,night,1.0,0.0,335.628083333334,3037.12591771922,0.0,0.0,0.0
2021-04-16 05:59:59,INS-W_1005,2021-04-16,morning,1.0,0.0,163.214125,1751.78683162258,0.0,0.0,0.0
2021-04-16 11:59:59,INS-W_1005,2021-04-16,afternoon,1.0,7.07323088988687e-10,205.37915,1479.77812799767,0.0,0.0,0.0
2021-04-16 17:59:59,INS-W_1005,2021-04-16,evening,3.0,4652.26239794068,32.6168666666667,19003.7596658702,0.0,0.0,0.0
2021-04-16 23:59:59,INS-W_1005,2021-04-16,night,1.0,1.9057019693932502e-09,88.3530166666666,0.0,0.0,0.0,0.0
2021-04-17 05:59:59,INS-W_1005,2021-04-17,morning,1.0,0.0,0.0,1198.26685938469,0.0,0.0,0.0
2021-04-17 11:59:59,INS-W_1005,2021-04-17,afternoon,6.0,1005.40886256914,0.0,17228.4505978184,0.0,0.0,0.0
2021-04-17 17:59:59,INS-W_1005,2021-04-17,evening,1.0,0.0,0.0,1471.25816403784,0.0,0.0,0.0
2021-04-17 23:59:59,INS-W_1005,2021-04-17,night,1.0,0.0,0.0,594.611268736348,0.0,0.0,0.0
2021-04-18 05:59:59,INS-W_1005,2021-04-18,morning,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18 11:59:59,INS-W_1005,2021-04-18,afternoon,3.5,502.70443128457,153.707225,10629.718864708495,0.0,0.0,0.0
2021-04-18 17:59:59,INS-W_1005,2021-04-18,evening,1.0,9.5285114306792e-10,137.3063833333335,1428.586737356985,0.0,0.0,0.0
2021-04-18 23:59:59,INS-W_1005,2021-04-18,night,1.0,0.0,0.0,1448.25994855967,0.0,0.0,0.0
2021-04-19 05:59:59,INS-W_1005,2021-04-19,morning,1.0,7.07323088988687e-10,172.205966666667,2291.90480109366,0.0,0.0,0.0
2021-04-19 11:59:59,INS-W_1005,2021-04-19,afternoon,1.0,0.0,307.41445,4030.98713159859,0.0,0.0,0.0
2021-04-19 17:59:59,INS-W_1005,2021-04-19,evening,1.0,1.90570228613584e-09,274.612766666667,1385.91531067613,0.0,0.0,0.0
2021-04-19 23:59:59,INS-W_1005,2021-04-19,night,1.0,0.0,78.5550416666665,1075.1990665759265,0.0,0.0,0.0
2021-04-20 05:59:59,INS-W_1005,2021-04-20,morning,2.0,114.364133974359,183.996933333333,4099.39049263397,0.0,3.00786666666667,0.0
2021-04-20 11:59:59,INS-W_1005,2021-04-20,afternoon,3.0,221.588753494854,200.7854,2566.30316946218,0.0,0.0,0.0
2021-04-20 17:59:59,INS-W_1005,2021-04-20,evening,1.0,0.0,105.209483333333,3337.19614113481,0.0,15.0158,0.680466666666667
2021-04-20 23:59:59,INS-W_1005,2021-04-20,night,1.0,0.0,157.110083333333,702.138184592183,0.0,0.0,0.0
2021-04-21 05:59:59,INS-W_1005,2021-04-21,morning,1.9285714285714286,106.19526726190479,193.0115630952378,4055.677740261482,0.0,2.7930190476190506,0.0
2021-04-21 11:59:59,INS-W_1005,2021-04-21,afternoon,2.9285714285714284,216.97885882539555,204.07831785714293,2634.2133161995166,0.0,0.3576059523809521,0.0
2021-04-21 17:59:59,INS-W_1005,2021-04-21,evening,1.0,0.0,103.94044487179455,3126.3808101132217,0.0,13.860738461538462,0.6281230769230772
2021-04-21 23:59:59,INS-W_1005,2021-04-21,night,1.0,0.0,166.60681904761879,907.4910543922064,0.0,0.0,0.0
2021-04-22 05:59:59,INS-W_1005,2021-04-22,morning,1.8571428571428572,98.02640054945059,202.02619285714258,4011.9649878889945,0.0,2.578171428571431,0.0
2021-04-22 11:59:59,INS-W_1005,2021-04-22,afternoon,2.857142857142857,212.36896415593714,207.37123571428586,2702.123462936853,0.0,0.7152119047619042,0.0
2021-04-22 17:59:59,INS-W_1005,2021-04-22,evening,1.0,0.0,102.67140641025613,2915.5654790916333,0.0,12.705676923076924,0.5757794871794875
2021-04-22 23:59:59,INS-W_1005,2021-04-22,night,1.0,0.0,176.10355476190458,1112.8439241922297,0.0,0.0,0.0
2021-04-23 05:59:59,INS-W_1005,2021-04-23,morning,1.7857142857142858,89.85753383699637,211.04082261904736,3968.2522355165065,0.0,2.363323809523812,0.0
2021-04-23 11:59:59,INS-W_1005,2021-04-23,afternoon,2.7857142857142856,207.75906948647872,210.66415357142878,2770.0336096741894,0.0,1.0728178571428564,0.0
2021-04-23 17:59:59,INS-W_1005,2021-04-23,evening,1.0,0.0,101.40236794871768,2704.750148070045,0.0,11.550615384615385,0.5234358974358977
2021-04-23 23:59:59,INS-W_1005,2021-04-23,night,1.0,0.0,185.60029047619034,1318.1967939922529,0.0,0.0,0.0
2021-04-24 05:59:59,INS-W_1005,2021-04-24,morning,1.7142857142857144,81.68866712454215,220.05545238095215,3924.5394831440185,0.0,2.1484761904761926,0.0
2021-04-24 11:59:59,INS-W_1005,2021-04-24,afternoon,2.7142857142857144,203.14917481702028,213.95707142857174,2837.9437564115256,0.0,1.4304238095238084,0.0
2021-04-24 17:59:59,INS-W_1005,2021-04-24,evening,1.0,0.0,100.13332948717924,2493.9348170484564,0.0,10.395553846153847,0.4710923076923079
2021-04-24 23:59:59,INS-W_1005,2021-04-24,night,1.0,0.0,195.09702619047613,1523.5496637922763,0.0,0.0,0.0
2021-04-25 05:59:59,INS-W_1005,2021-04-25,morning,1.6428571428571428,73.51980041208793,229.07008214285693,3880.826730771531,0.0,1.9336285714285735,0.0
2021-04-25 11:59:59,INS-W_1005,2021-04-25,afternoon,2.642857142857143,198.53928014756184,217.24998928571466,2905.853903148862,0.0,1.7880297619047605,0.0
2021-04-25 17:59:59,INS-W_1005,2021-04-25,evening,1.0,0.0,98.86429102564081,2283.119486026868,0.0,9.240492307692309,0.41874871794871815
2021-04-25 23:59:59,INS-W_1005,2021-04-25,night,1.0,0.0,204.59376190476192,1728.9025335922997,0.0,0.0,0.0
2021-04-26 05:59:59,INS-W_1005,2021-04-26,morning,1.5714285714285714,65.35093369963371,238.08471190476172,3837.113978399043,0.0,1.718780952380954,0.0
2021-04-26 11:59:59,INS-W_1005,2021-04-26,afternoon,2.5714285714285716,193.92938547810343,220.5429071428576,2973.7640498861983,0.0,2.1456357142857128,0.0
2021-04-26 17:59:59,INS-W_1005,2021-04-26,evening,1.0,0.0,97.59525256410237,2072.30415500528,0.0,8.085430769230769,0.3664051282051284
2021-04-26 23:59:59,INS-W_1005,2021-04-26,night,1.0,0.0,214.0904976190477,1934.255403392323,0.0,0.0,0.0
2021-04-27 05:59:59,INS-W_1005,2021-04-27,morning,1.5,57.1820669871795,247.0993416666665,3793.4012260265554,0.0,1.503933333333335,0.0
2021-04-27 11:59:59,INS-W_1005,2021-04-27,afternoon,2.5,189.319490808645,223.8358250000005,3041.674196623535,0.0,2.503241666666665,0.0
2021-04-27 17:59:59,INS-W_1005,2021-04-27,evening,1.0,0.0,96.32621410256392,1861.4888239836914,0.0,6.930369230769232,0.3140615384615386
2021-04-27 23:59:59,INS-W_1005,2021-04-27,night,1.0,0.0,223.58723333333347,2139.608273192346,0.0,0.0,0.0
2021-04-28 05:59:59,INS-W_1005,2021-04-28,morning,1.4285714285714286,49.01320027472529,256.1139714285713,3749.6884736540674,0.0,1.2890857142857155,0.0
2021-04-28 11:59:59,INS-W_1005,2021-04-28,afternoon,2.428571428571429,184.70959613918657,227.12874285714344,3109.5843433608716,0.0,2.860847619047617,0.0
2021-04-28 17:59:59,INS-W_1005,2021-04-28,evening,1.0,0.0,95.05717564102548,1650.673492962103,0.0,5.775307692307694,0.26171794871794885
2021-04-28 23:59:59,INS-W_1005,2021-04-28,night,1.0,0.0,233.0839690476193,2344.96114299237,0.0,0.0,0.0
2021-04-29 05:59:59,INS-W_1005,2021-04-29,morning,1.3571428571428572,40.844333562271075,265.12860119047605,3705.9757212815794,0.0,1.0742380952380963,0.0
2021-04-29 11:59:59,INS-W_1005,2021-04-29,afternoon,2.357142857142857,180.09970146972813,230.42166071428636,3177.4944900982077,0.0,3.218453571428569,0.0
2021-04-29 17:59:59,INS-W_1005,2021-04-29,evening,1.0,0.0,93.78813717948705,1439.8581619405147,0.0,4.620246153846155,0.20937435897435908
2021-04-29 23:59:59,INS-W_1005,2021-04-29,night,1.0,0.0,242.58070476190505,2550.314012792393,0.0,0.0,0.0
2021-04-30 05:59:59,INS-W_1005,2021-04-30,morning,1.2857142857142856,32.67546684981686,274.14323095238086,3662.262968909092,0.0,0.8593904761904771,0.0
2021-04-30 11:59:59,INS-W_1005,2021-04-30,afternoon,2.2857142857142856,175.48980680026972,233.71457857142929,3245.4046368355444,0.0,3.576059523809521,0.0
2021-04-30 17:59:59,INS-W_1005,2021-04-30,evening,1.0,0.0,92.51909871794861,1229.042830918926,0.0,3.465184615384617,0.1570307692307693
2021-04-30 23:59:59,INS-W_1005,2021-04-30,night,1.0,0.0,252.07744047619084,2755.666882592416,0.0,0.0,0.0
2021-05-01 05:59:59,INS-W_1005,2021-05-01,morning,1.2142857142857144,24.506600137362653,283.1578607142857,3618.550216536604,0.0,0.644542857142858,0.0
2021-05-01 11:59:59,INS-W_1005,2021-05-01,afternoon,2.2142857142857144,170.8799121308113,237.0074964285722,3313.3147835728805,0.0,3.9336654761904732,0.0
2021-05-01 17:59:59,INS-W_1005,2021-05-01,evening,1.0,0.0,91.25006025641017,1018.227499897338,0.0,2.3101230769230767,0.10468717948717954
2021-05-01 23:59:59,INS-W_1005,2021-05-01,night,1.0,0.0,261.57417619047663,2961.01975239244,0.0,0.0,0.0
2021-05-02 05:59:59,INS-W_1005,2021-05-02,morning,1.1428571428571428,16.337733424908436,292.17249047619043,3574.8374641641158,0.0,0.42969523809523835,0.0
2021-05-02 11:59:59,INS-W_1005,2021-05-02,afternoon,2.142857142857143,166.27001746135286,240.30041428571516,3381.224930310217,0.0,4.2912714285714255,0.0
2021-05-02 17:59:59,INS-W_1005,2021-05-02,evening,1.0,0.0,89.98102179487174,807.4121688757496,0.0,1.1550615384615384,0.05234358974358977
2021-05-02 23:59:59,INS-W_1005,2021-05-02,night,1.0,0.0,271.0709119047624,3166.3726221924626,0.0,0.0,0.0
2021-05-03 05:59:59,INS-W_1005,2021-05-03,morning,1.0714285714285716,8.168866712454218,301.1871202380952,3531.124711791628,0.0,0.21484761904761918,0.0
2021-05-03 11:59:59,INS-W_1005,2021-05-03,afternoon,2.0714285714285716,161.66012279189442,243.5933321428581,3449.1350770475538,0.0,4.648877380952378,0.0
2021-05-03 17:59:59,INS-W_1005,2021-05-03,evening,1.0,0.0,88.7119833333333,596.596837854161,0.0,0.0,0.0
2021-05-03 23:59:59,INS-W_1005,2021-05-03,night,1.0,0.0,280.5676476190482,3371.7254919924862,0.0,0.0,0.0
2021-05-04 05:59:59,INS-W_1005,2021-05-04,morning,1.0,0.0,310.20175,3487.41195941914,0.0,0.0,0.0
2021-05-04 11:59:59,INS-W_1005,2021-05-04,afternoon,2.0,157.050228122436,246.886250000001,3517.04522378489,0.0,5.00648333333333,0.0
2021-05-04 17:59:59,INS-W_1005,2021-05-04,evening,2.0,601.390822066895,163.38215,12528.6346849977,38.5121666666667,49.5915833333333,3.04681666666667
2021-05-04 23:59:59,INS-W_1005,2021-05-04,night,1.0,0.0,290.064383333334,3577.07836179251,0.0,0.0,0.0
2021-05-05 05:59:59,INS-W_1005,2021-05-05,morning,1.0,0.0,308.426116666667,2662.84713614085,0.0,0.0,0.0
2021-05-05 11:59:59,INS-W_1005,2021-05-05,afternoon,1.0,0.0,309.856633333333,2153.42930496498,0.0,0.0,0.0
2021-05-05 17:59:59,INS-W_1005,2021-05-05,evening,1.0,0.0,239.684983333334,1889.75855334112,0.0,0.0,0.0
2021-05-05 23:59:59,INS-W_1005,2021-05-05,night,1.0,1.90570229189766e-09,179.242433333334,776.874132544695,0.0,0.0,0.0
2021-05-06 05:59:59,INS-W_1005,2021-05-06,morning,1.0,0.0,184.22225,3067.74112042112,0.0,0.0,1.5261
2021-05-06 11:59:59,INS-W_1005,2021-05-06,afternoon,1.0,0.0,196.225566666667,2400.03119067329,0.0,0.0,0.0
2021-05-06 17:59:59,INS-W_1005,2021-05-06,evening,1.0,0.0,209.329833333334,2791.83052986867,0.0,0.0,0.0
2021-05-06 23:59:59,INS-W_1005,2021-05-06,night,1.0,0.0,284.516583333334,4592.16230943548,0.0,0.0,0.0
2021-05-07 05:59:59,INS-W_1005,2021-05-07,morning,1.0,0.0,306.468100000001,3598.3027385866,0.0,0.0,0.0
2021-05-07 11:59:59,INS-W_1005,2021-05-07,afternoon,1.0,0.0,264.588633333333,2794.79909528267,0.0,0.0,0.0
2021-05-07 17:59:59,INS-W_1005,2021-05-07,evening,1.0,0.0,280.992733333334,3190.15547846403,0.0,0.0,0.0
2021-05-07 23:59:59,INS-W_1005,2021-05-07,night,1.0,0.0,296.625416666668,4591.60129819075,0.0,0.0,0.0
2021-05-08 05:59:59,INS-W_1005,2021-05-08,morning,1.0,0.0,304.647866666667,2679.5639870757,0.0,0.0,0.0
2021-05-08 11:59:59,INS-W_1005,2021-05-08,afternoon,1.0,1.9057074581477e-09,303.719183333334,3490.88621915629,0.0,0.0,0.0
2021-05-08 17:59:59,INS-W_1005,2021-05-08,evening,1.0,1.90570545207489e-09,296.190566666667,4645.98023511733,0.0,3.58815,0.0
2021-05-08 23:59:59,INS-W_1005,2021-05-08,night,1.0,0.0,293.53725,2479.40783887907,0.0,0.0,0.0
2021-05-09 05:59:59,INS-W_1005,2021-05-09,morning,1.0,0.0,306.57855,5126.91732676549,0.0,0.0,0.0
2021-05-09 11:59:59,INS-W_1005,2021-05-09,afternoon,1.0,1.9057058963185e-09,286.3595,4606.29806242581,0.0,9.75025,1.03565
2021-05-09 17:59:59,INS-W_1005,2021-05-09,evening,1.0,0.0,227.8874,2689.60723706734,0.0,0.0,0.0
2021-05-09 23:59:59,INS-W_1005,2021-05-09,night,1.0,0.0,310.792133333334,4174.44769545615,0.0,0.0,0.0
2021-05-10 05:59:59,INS-W_1005,2021-05-10,morning,1.0,1.9057017558070303e-09,276.416083333334,2601.6818332838,0.0,0.0,0.0
2021-05-10 11:59:59,INS-W_1005,2021-05-10,afternoon,1.0,0.0,249.8777,3161.63505895886,0.0,1.71768333333333,0.0
2021-05-10 17:59:59,INS-W_1005,2021-05-10,evening,1.0,0.0,274.641933333334,3712.21629261059,0.0,1.14186666666667,0.0
2021-05-10 23:59:59,INS-W_1005,2021-05-10,night,1.0,0.0,322.547816666667,2734.20167312544,0.0,0.0,0.0
2021-05-11 05:59:59,INS-W_1005,2021-05-11,morning,1.0,0.0,301.290166666667,2703.54861684661,0.0,0.0,0.0
2021-05-11 11:59:59,INS-W_1005,2021-05-11,afternoon,1.0,0.0,281.148533333334,1774.77155644175,0.0,0.0,0.0
2021-05-11 17:59:59,INS-W_1005,2021-05-11,evening,1.0,0.0,297.060666666667,3341.54039206481,0.0,0.0,0.0
2021-05-11 23:59:59,INS-W_1005,2021-05-11,night,1.0,1.9057017388366102e-09,311.962816666667,2491.81231426688,0.0,0.0,0.0
2021-05-12 05:59:59,INS-W_1005,2021-05-12,morning,1.0,0.0,302.512716666667,9702.1631650084,0.0,0.0,0.0
2021-05-12 11:59:59,INS-W_1005,2021-05-12,afternoon,2.0,106.428856497855,258.863816666667,5098.48640971755,0.0,4.40496666666667,2.91671666666667
2021-05-12 17:59:59,INS-W_1005,2021-05-12,evening,1.0,0.0,315.811366666667,3190.49548122901,0.0,0.0,0.0
2021-05-12 23:59:59,INS-W_1005,2021-05-12,night,1.0,0.0,237.988716666667,2712.25181350551,0.0,0.0,0.0
2021-05-13 05:59:59,INS-W_1005,2021-05-13,morning,1.0,1.9057042012703503e-09,305.241083333334,5301.91523082721,0.0,0.0,0.0
2021-05-13 11:59:59,INS-W_1005,2021-05-13,afternoon,1.0,0.0,314.293316666667,14345.0990742739,0.0,0.0,0.0
2021-05-13 17:59:59,INS-W_1005,2021-05-13,evening,1.0,1.9011798748875702e-09,0.0,8232.14272114997,0.0,0.0,0.0
2021-05-13 23:59:59,INS-W_1005,2021-05-13,night,1.0,0.0,225.128750000001,3085.02976093649,0.0,0.0,0.0
2021-05-14 05:59:59,INS-W_1005,2021-05-14,morning,1.0,1.9011793159732e-09,0.0,1985.021773152,0.0,0.0,0.0
2021-05-14 11:59:59,INS-W_1005,2021-05-14,afternoon,1.0,0.0,0.0,2237.02519956466,0.0,0.0,0.0
2021-05-14 17:59:59,INS-W_1005,2021-05-14,evening,1.0,1.90117959659258e-09,0.0,1981.07513622611,0.0,0.0,0.0
2021-05-14 23:59:59,INS-W_1005,2021-05-14,night,1.0,1.90117918351619e-09,0.0,1620.82759550192,0.0,0.0,0.0
2021-05-15 05:59:59,INS-W_1005,2021-05-15,morning,1.0,0.0,0.0,1495.33524615135,0.0,0.0,0.0
2021-05-15 11:59:59,INS-W_1005,2021-05-15,afternoon,3.0,1087.70195086486,0.0,12769.9958216972,0.0,0.0,0.0
2021-05-15 17:59:59,INS-W_1005,2021-05-15,evening,1.0,0.0,0.0,2222.24950765394,0.0,0.0,0.0
2021-05-15 23:59:59,INS-W_1005,2021-05-15,night,1.0,0.0,0.0,1329.06076271457,0.0,0.0,0.0
2021-05-16 05:59:59,INS-W_1005,2021-05-16,morning,1.0,0.0,0.0,1158.52671237128,0.0,0.0,0.0
2021-05-16 11:59:59,INS-W_1005,2021-05-16,afternoon,4.0,7128.36948351374,164.417466666667,23206.2058936809,0.0,0.0,0.0
2021-05-16 17:59:59,INS-W_1005,2021-05-16,evening,1.0,0.0,318.634716666667,3526.21316869414,0.0,0.0,0.0
2021-05-16 23:59:59,INS-W_1005,2021-05-16,night,1.0,0.0,0.0,1067.02349073084,0.0,0.0,0.0
2021-05-17 05:59:59,INS-W_1005,2021-05-17,morning,1.0,1.90570240732118e-09,296.46415,3725.36193369859,0.0,0.0,0.0
2021-05-17 11:59:59,INS-W_1005,2021-05-17,afternoon,1.0,0.0,228.580533333334,4021.04336570784,0.0,30.2914,0.0
