datetime,pid,date,segment,incoming_count,incoming_countmostfrequentcontact,incoming_distinctcontacts,incoming_meanduration,incoming_sumduration,missed_count,missed_distinctcontacts,outgoing_count,outgoing_countmostfrequentcontact,outgoing_distinctcontacts,outgoing_meanduration,outgoing_sumduration
2021-05-08 17:59:59,INS-W_1005,2021-05-08,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-08 23:59:59,INS-W_1005,2021-05-08,night,,,,,,,,,,,,
2021-05-09 05:59:59,INS-W_1005,2021-05-09,morning,,,,,,,,,,,,
2021-05-09 11:59:59,INS-W_1005,2021-05-09,afternoon,1.0,0.75,1.0,576.25,576.25,1.5,0.75,1.0,0.0,1.0,17.0,17.0
2021-05-09 17:59:59,INS-W_1005,2021-05-09,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-09 23:59:59,INS-W_1005,2021-05-09,night,,,,,,,,,,,,
2021-05-10 05:59:59,INS-W_1005,2021-05-10,morning,,,,,,,,,,,,
2021-05-10 11:59:59,INS-W_1005,2021-05-10,afternoon,1.0,0.5,1.0,1147.5,1147.5,1.0,0.5,1.0,0.0,1.0,14.0,14.0
2021-05-10 17:59:59,INS-W_1005,2021-05-10,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-10 23:59:59,INS-W_1005,2021-05-10,night,,,,,,,,,,,,
2021-05-11 05:59:59,INS-W_1005,2021-05-11,morning,,,,,,,,,,,,
2021-05-11 11:59:59,INS-W_1005,2021-05-11,afternoon,1.0,0.25,1.0,1718.75,1718.75,0.5,0.25,1.0,0.0,1.0,11.0,11.0
2021-05-11 17:59:59,INS-W_1005,2021-05-11,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-11 23:59:59,INS-W_1005,2021-05-11,night,,,,,,,,,,,,
2021-05-12 05:59:59,INS-W_1005,2021-05-12,morning,,,,,,,,,,,,
2021-05-12 11:59:59,INS-W_1005,2021-05-12,afternoon,1.0,0.0,1.0,2290.0,2290.0,0.0,0.0,1.0,0.0,1.0,8.0,8.0
2021-05-12 17:59:59,INS-W_1005,2021-05-12,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-12 23:59:59,INS-W_1005,2021-05-12,night,,,,,,,,,,,,
2021-05-13 05:59:59,INS-W_1005,2021-05-13,morning,,,,,,,,,,,,
2021-05-13 11:59:59,INS-W_1005,2021-05-13,afternoon,0.6666666666666667,0.0,0.6666666666666667,1848.2,1848.2,0.0,0.0,1.0,0.0,1.0,7.0,7.0
2021-05-13 17:59:59,INS-W_1005,2021-05-13,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-13 23:59:59,INS-W_1005,2021-05-13,night,,,,,,,,,,,,
2021-05-14 05:59:59,INS-W_1005,2021-05-14,morning,,,,,,,,,,,,
2021-05-14 11:59:59,INS-W_1005,2021-05-14,afternoon,0.33333333333333337,0.0,0.33333333333333337,1406.4,1406.4,0.0,0.0,1.0,0.0,1.0,6.0,6.0
2021-05-14 17:59:59,INS-W_1005,2021-05-14,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-14 23:59:59,INS-W_1005,2021-05-14,night,,,,,,,,,,,,
2021-05-15 05:59:59,INS-W_1005,2021-05-15,morning,,,,,,,,,,,,
2021-05-15 11:59:59,INS-W_1005,2021-05-15,afternoon,0.0,0.0,0.0,964.5999999999999,964.5999999999999,0.0,0.0,1.0,0.0,1.0,5.0,5.0
2021-05-15 17:59:59,INS-W_1005,2021-05-15,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-15 23:59:59,INS-W_1005,2021-05-15,night,,,,,,,,,,,,
2021-05-16 05:59:59,INS-W_1005,2021-05-16,morning,,,,,,,,,,,,
2021-05-16 11:59:59,INS-W_1005,2021-05-16,afternoon,0.0,0.0,0.0,522.8,522.8,0.0,0.0,1.0,0.0,1.0,17.0,17.0
2021-05-16 17:59:59,INS-W_1005,2021-05-16,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-16 23:59:59,INS-W_1005,2021-05-16,night,,,,,,,,,,,,
2021-05-17 05:59:59,INS-W_1005,2021-05-17,morning,,,,,,,,,,,,
2021-05-17 11:59:59,INS-W_1005,2021-05-17,afternoon,1.0,0.0,1.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,23.75,32.2
2021-05-17 17:59:59,INS-W_1005,2021-05-17,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-17 23:59:59,INS-W_1005,2021-05-17,night,,,,,,,,,,,,
2021-05-18 05:59:59,INS-W_1005,2021-05-18,morning,,,,,,,,,,,,
2021-05-18 11:59:59,INS-W_1005,2021-05-18,afternoon,0.6666666666666667,0.0,0.6666666666666667,93.58333333333333,93.58333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,30.5,47.400000000000006
2021-05-18 17:59:59,INS-W_1005,2021-05-18,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-18 23:59:59,INS-W_1005,2021-05-18,night,,,,,,,,,,,,
2021-05-19 05:59:59,INS-W_1005,2021-05-19,morning,,,,,,,,,,,,
2021-05-19 11:59:59,INS-W_1005,2021-05-19,afternoon,0.33333333333333337,0.0,0.33333333333333337,106.16666666666667,106.16666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,37.25,62.6
2021-05-19 17:59:59,INS-W_1005,2021-05-19,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-19 23:59:59,INS-W_1005,2021-05-19,night,,,,,,,,,,,,
2021-05-20 05:59:59,INS-W_1005,2021-05-20,morning,,,,,,,,,,,,
2021-05-20 11:59:59,INS-W_1005,2021-05-20,afternoon,0.0,0.0,0.0,118.75,118.75,1.0,1.0,0.0,0.0,0.0,44.0,77.80000000000001
2021-05-20 17:59:59,INS-W_1005,2021-05-20,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-20 23:59:59,INS-W_1005,2021-05-20,night,,,,,,,,,,,,
2021-05-21 05:59:59,INS-W_1005,2021-05-21,morning,,,,,,,,,,,,
2021-05-21 11:59:59,INS-W_1005,2021-05-21,afternoon,0.0,0.0,0.0,131.33333333333334,131.33333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.16666666666666666,50.75,93.0
2021-05-21 17:59:59,INS-W_1005,2021-05-21,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
2021-05-21 23:59:59,INS-W_1005,2021-05-21,night,,,,,,,,,,,,
2021-05-22 05:59:59,INS-W_1005,2021-05-22,morning,,,,,,,,,,,,
2021-05-22 11:59:59,INS-W_1005,2021-05-22,afternoon,0.0,0.0,0.0,143.91666666666666,143.91666666666666,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,57.5,108.2
2021-05-22 17:59:59,INS-W_1005,2021-05-22,evening,1.0,1.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,,
