datetime,pid,date,segment,avgdurationasleepunifiedmain,avgdurationawakeunifiedmain,countepisodeasleepunifiedmain,countepisodeawakeunifiedmain,maxdurationasleepunifiedmain,maxdurationawakeunifiedmain,sumdurationasleepunifiedmain,sumdurationawakeunifiedmain
2021-04-08 17:59:59,INS-W_1005,2021-04-08,evening,34.16192708333335,6.249895833333336,2.75,1.75,66.37388749999995,6.249895833333336,89.24850416666672,6.999883333333335
2021-04-08 23:59:59,INS-W_1005,2021-04-08,night,89.2485083333335,0.999983333333333,4.0,3.0,195.996733333334,0.999983333333333,356.994033333334,2.99995
2021-04-09 05:59:59,INS-W_1005,2021-04-09,morning,42.49929,1.24997916666667,5.0,4.0,69.9988333333333,1.99996666666667,212.49645,4.99991666666667
2021-04-09 11:59:59,INS-W_1005,2021-04-09,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 17:59:59,INS-W_1005,2021-04-09,evening,32.0744625,4.499925000000001,3.5,2.5,62.2489583333333,4.499925000000001,105.99822500000013,5.9999
2021-04-09 23:59:59,INS-W_1005,2021-04-09,night,115.498072222223,1.33331111111111,3.0,3.0,254.995750000002,1.99996666666667,346.494216666668,3.99993333333333
2021-04-10 05:59:59,INS-W_1005,2021-04-10,morning,29.166179444444445,1.083313888888891,4.0,3.3333333333333335,47.6658722222222,1.666638888888891,143.3309388888889,3.8332666666666704
2021-04-10 11:59:59,INS-W_1005,2021-04-10,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 17:59:59,INS-W_1005,2021-04-10,evening,29.98699791666665,2.749954166666667,4.25,3.25,58.124029166666645,2.749954166666667,122.74794583333356,4.999916666666665
2021-04-10 23:59:59,INS-W_1005,2021-04-10,night,116.72027407407467,1.1666462962962956,3.0,3.0,265.32891111111303,1.666638888888891,350.16082222222366,3.4999388888888867
2021-04-11 05:59:59,INS-W_1005,2021-04-11,morning,15.833068888888889,0.9166486111111121,3.0,2.666666666666667,25.332911111111102,1.333311111111112,74.16542777777781,2.66661666666667
2021-04-11 11:59:59,INS-W_1005,2021-04-11,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11 17:59:59,INS-W_1005,2021-04-11,evening,27.8995333333333,0.999983333333333,5.0,4.0,53.9991,0.999983333333333,139.497666666667,3.99993333333333
2021-04-11 23:59:59,INS-W_1005,2021-04-11,night,117.94247592592633,0.9999814814814814,3.0,3.0,275.662072222224,1.333311111111112,353.82742777777935,2.999944444444443
2021-04-12 05:59:59,INS-W_1005,2021-04-12,morning,2.49995833333333,0.749983333333333,2.0,2.0,2.99995,0.999983333333333,4.99991666666667,1.49996666666667
2021-04-12 11:59:59,INS-W_1005,2021-04-12,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12 17:59:59,INS-W_1005,2021-04-12,evening,25.499575,0.999983333333333,4.0,3.0,82.9986166666666,0.999983333333333,101.9983,2.99995
2021-04-12 23:59:59,INS-W_1005,2021-04-12,night,119.164677777778,0.833316666666667,3.0,3.0,285.995233333335,0.999983333333333,357.494033333335,2.49995
2021-04-13 05:59:59,INS-W_1005,2021-04-13,morning,26.4995583333333,1.99996666666667,2.0,2.0,33.9994333333333,2.99995,52.9991166666667,3.99993333333333
2021-04-13 11:59:59,INS-W_1005,2021-04-13,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13 17:59:59,INS-W_1005,2021-04-13,evening,25.9995666666667,1.99996666666667,2.0,2.0,41.9993,2.99995,51.9991333333333,3.99993333333333
2021-04-13 23:59:59,INS-W_1005,2021-04-13,night,119.331344444445,0.999983333333333,3.0,2.0,160.997316666667,0.999983333333333,357.994033333334,1.99996666666667
2021-04-14 05:59:59,INS-W_1005,2021-04-14,morning,14.4997583333333,1.99996666666667,4.0,3.0,26.99955,3.99993333333333,57.9990333333333,5.9999
2021-04-14 11:59:59,INS-W_1005,2021-04-14,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14 17:59:59,INS-W_1005,2021-04-14,evening,29.8745,1.66663888888889,4.0,3.0,90.9984833333333,1.99996666666667,119.498,4.99991666666667
2021-04-14 23:59:59,INS-W_1005,2021-04-14,night,89.2485125,0.999983333333333,4.0,3.0,103.998266666667,0.999983333333333,356.99405,2.99995
2021-04-15 05:59:59,INS-W_1005,2021-04-15,morning,30.666155555555537,3.33327777777778,3.3333333333333335,2.3333333333333335,56.33239444444433,4.666588888888887,80.6653222222222,5.9999
2021-04-15 11:59:59,INS-W_1005,2021-04-15,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15 17:59:59,INS-W_1005,2021-04-15,evening,25.937066666666652,1.3333111111111116,2.5,2.0,56.499058333333295,1.4999750000000014,70.74881666666666,2.9999500000000014
2021-04-15 23:59:59,INS-W_1005,2021-04-15,night,48.2134809523811,1.16664722222222,7.0,6.0,210.996483333334,1.99996666666667,337.494366666668,6.99988333333333
2021-04-16 05:59:59,INS-W_1005,2021-04-16,morning,46.83255277777778,4.6665888888888905,2.666666666666667,1.6666666666666667,85.66523888888867,5.333244444444444,103.3316111111111,5.9999
2021-04-16 11:59:59,INS-W_1005,2021-04-16,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16 17:59:59,INS-W_1005,2021-04-16,evening,21.9996333333333,0.999983333333333,1.0,1.0,21.9996333333333,0.999983333333333,21.9996333333333,0.999983333333333
2021-04-16 23:59:59,INS-W_1005,2021-04-16,night,204.10374047619058,0.58332361111111,4.0,3.0,285.495241666667,0.999983333333335,348.74418333333404,3.499941666666665
2021-04-17 05:59:59,INS-W_1005,2021-04-17,morning,62.99895,5.9999,2.0,1.0,114.998083333333,5.9999,125.9979,5.9999
2021-04-17 11:59:59,INS-W_1005,2021-04-17,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17 17:59:59,INS-W_1005,2021-04-17,evening,58.9990166666666,0.0,1.0,0.0,58.9990166666666,0.0,58.9990166666666,0.0
2021-04-17 23:59:59,INS-W_1005,2021-04-17,night,359.994,0.0,1.0,0.0,359.994,0.0,359.994,0.0
2021-04-18 05:59:59,INS-W_1005,2021-04-18,morning,68.6655222222222,1.499975,3.0,2.0,106.998216666667,1.99996666666667,205.996566666667,2.99995
2021-04-18 11:59:59,INS-W_1005,2021-04-18,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18 17:59:59,INS-W_1005,2021-04-18,evening,38.37435833333329,0.7499875000000001,1.5,1.0,46.24922499999995,0.999983333333335,47.2492083333333,1.4999750000000003
2021-04-18 23:59:59,INS-W_1005,2021-04-18,night,119.331344444445,0.999983333333333,3.0,2.0,189.996833333334,0.999983333333333,357.994033333335,1.99996666666667
2021-04-19 05:59:59,INS-W_1005,2021-04-19,morning,75.4987333333333,0.0,1.0,0.0,75.4987333333333,0.0,75.4987333333333,0.0
2021-04-19 11:59:59,INS-W_1005,2021-04-19,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19 17:59:59,INS-W_1005,2021-04-19,evening,17.7497,1.499975,2.0,2.0,33.4994333333333,1.99996666666667,35.4994,2.99995
2021-04-19 23:59:59,INS-W_1005,2021-04-19,night,351.494133333334,3.99993333333333,1.0,1.0,351.494133333334,3.99993333333333,351.494133333334,3.99993333333333
2021-04-20 05:59:59,INS-W_1005,2021-04-20,morning,93.4984333333333,6.99988333333333,1.0,1.0,93.4984333333333,6.99988333333333,93.4984333333333,6.99988333333333
2021-04-20 11:59:59,INS-W_1005,2021-04-20,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20 17:59:59,INS-W_1005,2021-04-20,evening,22.12462916666665,1.1666458333333336,2.0,2.5,38.74934999999995,1.4999750000000014,44.24925833333335,2.74995
2021-04-20 23:59:59,INS-W_1005,2021-04-20,night,359.993983333333,0.0,1.0,0.0,359.993983333333,0.0,359.993983333333,0.0
2021-04-21 05:59:59,INS-W_1005,2021-04-21,morning,50.213444047619035,4.1665972222222205,4.0,3.5,61.9989583333333,4.499925,70.9988083333333,7.499875
2021-04-21 11:59:59,INS-W_1005,2021-04-21,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21 17:59:59,INS-W_1005,2021-04-21,evening,26.4995583333333,0.833316666666667,2.0,3.0,43.9992666666666,0.999983333333333,52.9991166666667,2.49995
2021-04-21 23:59:59,INS-W_1005,2021-04-21,night,224.55874791666656,0.4374916666666665,2.5,2.0,268.74550833333353,0.49999166666666645,358.244016666667,1.749966666666665
2021-04-22 05:59:59,INS-W_1005,2021-04-22,morning,6.92845476190476,1.33331111111111,7.0,6.0,30.4994833333333,1.99996666666667,48.4991833333333,7.99986666666667
2021-04-22 11:59:59,INS-W_1005,2021-04-22,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22 17:59:59,INS-W_1005,2021-04-22,evening,31.1661444444444,0.999983333333333,3.0,2.0,69.9988333333333,0.999983333333333,93.4984333333333,1.99996666666667
2021-04-22 23:59:59,INS-W_1005,2021-04-22,night,89.1235125000001,0.874983333333333,4.0,4.0,177.497033333334,0.999983333333333,356.494050000001,3.49993333333333
2021-04-23 05:59:59,INS-W_1005,2021-04-23,morning,5.78561666666667,1.33331111111111,7.0,6.0,13.9997666666667,2.99995,40.4993166666667,7.99986666666667
2021-04-23 11:59:59,INS-W_1005,2021-04-23,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23 17:59:59,INS-W_1005,2021-04-23,evening,68.99885,2.99995,2.0,2.0,128.99785,4.99991666666667,137.9977,5.9999
2021-04-23 23:59:59,INS-W_1005,2021-04-23,night,89.2485083333337,0.999983333333333,4.0,3.0,258.495683333335,0.999983333333333,356.994033333335,2.99995
2021-04-24 05:59:59,INS-W_1005,2021-04-24,morning,71.4988083333333,1.99996666666667,2.0,1.0,126.997883333333,1.99996666666667,142.997616666667,1.99996666666667
2021-04-24 11:59:59,INS-W_1005,2021-04-24,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24 17:59:59,INS-W_1005,2021-04-24,evening,37.499375,3.4999416666666647,1.5,1.5,67.498875,4.499925,71.9988,4.999916666666665
2021-04-24 23:59:59,INS-W_1005,2021-04-24,night,179.497008333333,0.999983333333333,2.0,1.0,352.994116666667,0.999983333333333,358.994016666667,0.999983333333333
2021-04-25 05:59:59,INS-W_1005,2021-04-25,morning,73.24877916666665,0.999983333333335,1.5,0.5,100.9983166666665,0.999983333333335,108.9981833333335,0.999983333333335
2021-04-25 11:59:59,INS-W_1005,2021-04-25,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25 17:59:59,INS-W_1005,2021-04-25,evening,5.9999,3.99993333333333,1.0,1.0,5.9999,3.99993333333333,5.9999,3.99993333333333
2021-04-25 23:59:59,INS-W_1005,2021-04-25,night,149.41417638888902,0.999983333333333,2.5,1.5,331.49447500000053,0.999983333333333,358.4940250000005,1.4999750000000014
2021-04-26 05:59:59,INS-W_1005,2021-04-26,morning,74.99875,0.0,1.0,0.0,74.99875,0.0,74.99875,0.0
2021-04-26 11:59:59,INS-W_1005,2021-04-26,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26 17:59:59,INS-W_1005,2021-04-26,evening,6.729054166666662,3.6874385416666637,1.25,1.125,9.187345833333337,3.7499374999999975,9.6873375,3.8749354166666636
2021-04-26 23:59:59,INS-W_1005,2021-04-26,night,119.331344444445,0.999983333333333,3.0,2.0,309.994833333334,0.999983333333333,357.994033333334,1.99996666666667
2021-04-27 05:59:59,INS-W_1005,2021-04-27,morning,67.45200052083334,0.24999583333333375,1.375,0.5,68.99885,0.6249895833333338,72.93628333333334,0.9999833333333338
2021-04-27 11:59:59,INS-W_1005,2021-04-27,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27 17:59:59,INS-W_1005,2021-04-27,evening,7.458208333333325,3.3749437499999972,1.5,1.25,12.374791666666674,3.4999416666666647,13.374775,3.7499374999999975
2021-04-27 23:59:59,INS-W_1005,2021-04-27,night,111.81063611111159,0.999983333333333,3.375,2.375,286.93271666666726,0.999983333333333,357.6190375000006,2.3749604166666702
2021-04-28 05:59:59,INS-W_1005,2021-04-28,morning,59.90525104166667,0.4999916666666675,1.75,1.0,62.99895,1.2499791666666675,70.87381666666667,1.9999666666666676
2021-04-28 11:59:59,INS-W_1005,2021-04-28,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28 17:59:59,INS-W_1005,2021-04-28,evening,8.187362499999988,3.062448958333331,1.75,1.375,15.562237500000013,3.2499458333333324,17.0622125,3.6249395833333313
2021-04-28 23:59:59,INS-W_1005,2021-04-28,night,104.28992777777819,0.999983333333333,3.75,2.75,263.8706000000005,0.999983333333333,357.2440416666673,2.74995416666667
2021-04-29 05:59:59,INS-W_1005,2021-04-29,morning,52.35850156250001,0.7499875000000013,2.125,1.5,56.99905,1.8749687500000014,68.81135000000002,2.9999500000000014
2021-04-29 11:59:59,INS-W_1005,2021-04-29,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29 17:59:59,INS-W_1005,2021-04-29,evening,8.91651666666665,2.749954166666665,2.0,1.5,18.74968333333335,2.99995,20.74965,3.4999416666666647
2021-04-29 23:59:59,INS-W_1005,2021-04-29,night,96.7692194444448,0.999983333333333,4.125,3.125,240.80848333333375,0.999983333333333,356.86904583333387,3.1249479166666703
2021-04-30 05:59:59,INS-W_1005,2021-04-30,morning,44.811752083333346,0.999983333333335,2.5,2.0,50.99915,2.499958333333335,66.74888333333335,3.999933333333335
2021-04-30 11:59:59,INS-W_1005,2021-04-30,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 17:59:59,INS-W_1005,2021-04-30,evening,9.645670833333313,2.4374593749999987,2.25,1.625,21.937129166666686,2.7499541666666674,24.4370875,3.3749437499999986
2021-04-30 23:59:59,INS-W_1005,2021-04-30,night,89.2485111111114,0.999983333333333,4.5,3.5,217.746366666667,0.999983333333333,356.49405000000047,3.49994166666667
2021-05-01 05:59:59,INS-W_1005,2021-05-01,morning,37.26500260416668,1.2499791666666686,2.875,2.5,44.999249999999996,3.124947916666669,64.68641666666669,4.999916666666669
2021-05-01 11:59:59,INS-W_1005,2021-05-01,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 17:59:59,INS-W_1005,2021-05-01,evening,10.374824999999976,2.1249645833333326,2.5,1.75,25.124575000000025,2.4999583333333346,28.124525,3.2499458333333324
2021-05-01 23:59:59,INS-W_1005,2021-05-01,night,81.727802777778,0.999983333333333,4.875,3.875,194.68425000000025,0.999983333333333,356.1190541666671,3.8749354166666703
2021-05-02 05:59:59,INS-W_1005,2021-05-02,morning,29.718253125000025,1.4999750000000025,3.25,3.0,38.99935,3.749937500000003,62.62395000000002,5.999900000000003
2021-05-02 11:59:59,INS-W_1005,2021-05-02,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 17:59:59,INS-W_1005,2021-05-02,evening,11.103979166666637,1.812469791666666,2.75,1.875,28.312020833333364,2.2499625000000023,31.8119625,3.1249479166666663
2021-05-02 23:59:59,INS-W_1005,2021-05-02,night,74.2070944444446,0.999983333333333,5.25,4.25,171.6221333333335,0.999983333333333,355.7440583333337,4.24992916666667
2021-05-03 05:59:59,INS-W_1005,2021-05-03,morning,22.17150364583336,1.7499708333333361,3.625,3.5,32.999449999999996,4.374927083333336,60.561483333333356,6.999883333333337
2021-05-03 11:59:59,INS-W_1005,2021-05-03,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 17:59:59,INS-W_1005,2021-05-03,evening,11.8331333333333,1.499975,3.0,2.0,31.4994666666667,1.99996666666667,35.4994,2.99995
2021-05-03 23:59:59,INS-W_1005,2021-05-03,night,66.6863861111112,0.999983333333333,5.625,4.625,148.56001666666674,0.999983333333333,355.3690625000004,4.62492291666667
2021-05-04 05:59:59,INS-W_1005,2021-05-04,morning,14.6247541666667,1.99996666666667,4.0,4.0,26.99955,4.99991666666667,58.4990166666667,7.99986666666667
2021-05-04 11:59:59,INS-W_1005,2021-05-04,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 17:59:59,INS-W_1005,2021-05-04,evening,37.374375,2.74995416666667,4.0,4.0,48.4991833333333,3.99993333333333,149.4975,10.9998166666667
2021-05-04 23:59:59,INS-W_1005,2021-05-04,night,59.1656777777778,0.999983333333333,6.0,5.0,125.4979,0.999983333333333,354.994066666667,4.99991666666667
2021-05-05 05:59:59,INS-W_1005,2021-05-05,morning,5.1249125,1.24997916666667,4.0,4.0,14.99975,1.99996666666667,20.49965,4.99991666666667
2021-05-05 11:59:59,INS-W_1005,2021-05-05,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 17:59:59,INS-W_1005,2021-05-05,evening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 23:59:59,INS-W_1005,2021-05-05,night,118.998011111111,1.499975,3.0,2.0,339.494333333334,1.99996666666667,356.994033333334,2.99995
2021-05-06 05:59:59,INS-W_1005,2021-05-06,morning,11.8331333333333,4.499925,3.0,2.0,30.4994833333333,4.99991666666667,35.4994,8.99985
2021-05-06 11:59:59,INS-W_1005,2021-05-06,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 17:59:59,INS-W_1005,2021-05-06,evening,103.498266666667,0.999983333333333,1.0,1.0,103.498266666667,0.999983333333333,103.498266666667,0.999983333333333
2021-05-06 23:59:59,INS-W_1005,2021-05-06,night,147.497533333334,0.0,1.0,0.0,147.497533333334,0.0,147.497533333334,0.0
2021-05-07 05:59:59,INS-W_1005,2021-05-07,morning,4.58325555555556,1.59997333333333,6.0,5.0,8.99985,3.99993333333333,27.4995333333333,7.99986666666667
2021-05-07 11:59:59,INS-W_1005,2021-05-07,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07 17:59:59,INS-W_1005,2021-05-07,evening,93.9984333333333,4.99991666666667,1.0,1.0,93.9984333333333,4.99991666666667,93.9984333333333,4.99991666666667
2021-05-07 23:59:59,INS-W_1005,2021-05-07,night,89.2485083333337,0.999983333333333,4.0,3.0,240.995983333335,0.999983333333333,356.994033333335,2.99995
2021-05-08 05:59:59,INS-W_1005,2021-05-08,morning,34.79942,1.24997916666667,5.0,4.0,135.997733333333,1.99996666666667,173.9971,4.99991666666667
2021-05-08 11:59:59,INS-W_1005,2021-05-08,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08 17:59:59,INS-W_1005,2021-05-08,evening,121.997966666667,4.99991666666667,1.0,1.0,121.997966666667,4.99991666666667,121.997966666667,4.99991666666667
2021-05-08 23:59:59,INS-W_1005,2021-05-08,night,359.994,0.0,1.0,0.0,359.994,0.0,359.994,0.0
2021-05-09 05:59:59,INS-W_1005,2021-05-09,morning,23.7496041666667,6.33322777777778,4.0,3.0,78.9986833333333,12.9997833333333,94.9984166666666,18.9996833333333
2021-05-09 11:59:59,INS-W_1005,2021-05-09,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09 17:59:59,INS-W_1005,2021-05-09,evening,20.99965,0.999983333333333,2.0,1.0,30.9994833333333,0.999983333333333,41.9993,0.999983333333333
2021-05-09 23:59:59,INS-W_1005,2021-05-09,night,359.994,0.0,1.0,0.0,359.994,0.0,359.994,0.0
2021-05-10 05:59:59,INS-W_1005,2021-05-10,morning,4.74992083333333,4.499925,4.0,4.0,9.99983333333333,9.99983333333333,18.9996833333333,17.9997
2021-05-10 11:59:59,INS-W_1005,2021-05-10,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10 17:59:59,INS-W_1005,2021-05-10,evening,24.6245875,0.999983333333333,1.75,1.0,32.12446249999997,0.999983333333333,40.374325,0.999983333333333
2021-05-10 23:59:59,INS-W_1005,2021-05-10,night,118.998016666667,1.499975,3.0,2.0,299.995000000001,1.99996666666667,356.994050000001,2.99995
2021-05-11 05:59:59,INS-W_1005,2021-05-11,morning,10.520657291666673,3.6249395833333335,3.75,3.5,22.874616666666647,7.749870833333331,35.12441249999998,13.999766666666668
2021-05-11 11:59:59,INS-W_1005,2021-05-11,afternoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11 17:59:59,INS-W_1005,2021-05-11,evening,28.249525,0.999983333333333,1.5,1.0,33.24944166666665,0.999983333333333,38.74935,0.999983333333333
2021-05-11 23:59:59,INS-W_1005,2021-05-11,night,119.08134722222249,1.3749770833333332,3.0,2.0,293.6201041666678,1.7499708333333357,357.2440416666677,2.749954166666668
