datetime,pid,date,segment,avgsteps,countepisodesedentarybout,sumsteps
2021-04-24 23:59:59,INS-W_1005,2021-04-24,night,0.0,1.0,0.0
2021-04-25 05:59:59,INS-W_1005,2021-04-25,morning,10.0055555555556,6.0,3602.0
2021-04-25 11:59:59,INS-W_1005,2021-04-25,afternoon,0.0,1.0,0.0
2021-04-25 17:59:59,INS-W_1005,2021-04-25,evening,0.155555555555556,2.0,56.0
2021-04-25 23:59:59,INS-W_1005,2021-04-25,night,0.0,1.0,0.0
2021-04-26 05:59:59,INS-W_1005,2021-04-26,morning,4.26388888888889,21.0,1535.0
2021-04-26 11:59:59,INS-W_1005,2021-04-26,afternoon,1.14722222222222,7.0,413.0
2021-04-26 17:59:59,INS-W_1005,2021-04-26,evening,2.63333333333333,4.0,948.0
2021-04-26 23:59:59,INS-W_1005,2021-04-26,night,0.0305555555555556,1.0,11.0
2021-04-27 05:59:59,INS-W_1005,2021-04-27,morning,5.93888888888889,4.0,2138.0
2021-04-27 11:59:59,INS-W_1005,2021-04-27,afternoon,0.0,1.0,0.0
2021-04-27 17:59:59,INS-W_1005,2021-04-27,evening,0.0,1.0,0.0
2021-04-27 23:59:59,INS-W_1005,2021-04-27,night,0.0,1.0,0.0
2021-04-28 05:59:59,INS-W_1005,2021-04-28,morning,4.949074074074075,3.5,1781.6666666666667
2021-04-28 11:59:59,INS-W_1005,2021-04-28,afternoon,0.9842592592592602,3.3333333333333335,354.33333333333337
2021-04-28 17:59:59,INS-W_1005,2021-04-28,evening,1.2236111111111116,4.166666666666667,440.5
2021-04-28 23:59:59,INS-W_1005,2021-04-28,night,0.0,1.0,0.0
2021-04-29 05:59:59,INS-W_1005,2021-04-29,morning,3.95925925925926,3.0,1425.3333333333335
2021-04-29 11:59:59,INS-W_1005,2021-04-29,afternoon,1.9685185185185203,5.666666666666667,708.6666666666667
2021-04-29 17:59:59,INS-W_1005,2021-04-29,evening,2.4472222222222233,7.333333333333334,881.0
2021-04-29 23:59:59,INS-W_1005,2021-04-29,night,0.0,1.0,0.0
2021-04-30 05:59:59,INS-W_1005,2021-04-30,morning,2.969444444444445,2.5,1069.0
2021-04-30 11:59:59,INS-W_1005,2021-04-30,afternoon,2.95277777777778,8.0,1063.0
2021-04-30 17:59:59,INS-W_1005,2021-04-30,evening,3.670833333333335,10.5,1321.5
2021-04-30 23:59:59,INS-W_1005,2021-04-30,night,0.0,1.0,0.0
2021-05-01 05:59:59,INS-W_1005,2021-05-01,morning,1.9796296296296303,2.0,712.6666666666667
2021-05-01 11:59:59,INS-W_1005,2021-05-01,afternoon,3.9370370370370407,10.333333333333334,1417.3333333333335
2021-05-01 17:59:59,INS-W_1005,2021-05-01,evening,4.894444444444447,13.666666666666668,1762.0
2021-05-01 23:59:59,INS-W_1005,2021-05-01,night,0.0,1.0,0.0
2021-05-02 05:59:59,INS-W_1005,2021-05-02,morning,0.9898148148148156,1.5,356.33333333333326
2021-05-02 11:59:59,INS-W_1005,2021-05-02,afternoon,4.9212962962963,12.666666666666668,1771.6666666666667
2021-05-02 17:59:59,INS-W_1005,2021-05-02,evening,6.118055555555559,16.833333333333336,2202.5
2021-05-02 23:59:59,INS-W_1005,2021-05-02,night,0.0,1.0,0.0
2021-05-03 05:59:59,INS-W_1005,2021-05-03,morning,0.0,1.0,0.0
2021-05-03 11:59:59,INS-W_1005,2021-05-03,afternoon,5.90555555555556,15.0,2126.0
2021-05-03 17:59:59,INS-W_1005,2021-05-03,evening,7.34166666666667,20.0,2643.0
2021-05-03 23:59:59,INS-W_1005,2021-05-03,night,0.0,1.0,0.0
2021-05-04 05:59:59,INS-W_1005,2021-05-04,morning,7.73888888888889,24.0,2786.0
2021-05-04 11:59:59,INS-W_1005,2021-05-04,afternoon,14.0277777777778,17.0,5050.0
2021-05-04 17:59:59,INS-W_1005,2021-05-04,evening,0.241666666666667,3.0,87.0
2021-05-04 23:59:59,INS-W_1005,2021-05-04,night,0.05,1.0,18.0
2021-05-05 05:59:59,INS-W_1005,2021-05-05,morning,5.69166666666667,13.0,2049.0
2021-05-05 11:59:59,INS-W_1005,2021-05-05,afternoon,9.33611111111111,29.0,3361.0
2021-05-05 17:59:59,INS-W_1005,2021-05-05,evening,4.37222222222222,13.0,1574.0
2021-05-05 23:59:59,INS-W_1005,2021-05-05,night,0.0222222222222222,1.0,8.0
2021-05-06 05:59:59,INS-W_1005,2021-05-06,morning,8.52777777777778,14.0,3070.0
2021-05-06 11:59:59,INS-W_1005,2021-05-06,afternoon,7.86944444444444,18.0,2833.0
2021-05-06 17:59:59,INS-W_1005,2021-05-06,evening,4.46666666666667,7.0,1608.0
2021-05-06 23:59:59,INS-W_1005,2021-05-06,night,0.0,1.0,0.0
2021-05-07 05:59:59,INS-W_1005,2021-05-07,morning,6.12222222222222,8.0,2204.0
2021-05-07 11:59:59,INS-W_1005,2021-05-07,afternoon,8.53055555555556,13.0,3071.0
2021-05-07 17:59:59,INS-W_1005,2021-05-07,evening,5.53888888888889,13.0,1994.0
2021-05-07 23:59:59,INS-W_1005,2021-05-07,night,0.0388888888888889,1.0,14.0
2021-05-08 05:59:59,INS-W_1005,2021-05-08,morning,8.69722222222222,10.0,3131.0
2021-05-08 11:59:59,INS-W_1005,2021-05-08,afternoon,15.7111111111111,25.0,5656.0
2021-05-08 17:59:59,INS-W_1005,2021-05-08,evening,11.7583333333333,9.0,4233.0
2021-05-08 23:59:59,INS-W_1005,2021-05-08,night,0.0,1.0,0.0
2021-05-09 05:59:59,INS-W_1005,2021-05-09,morning,6.125,12.0,2205.0
2021-05-09 11:59:59,INS-W_1005,2021-05-09,afternoon,11.7055555555556,14.0,4214.0
2021-05-09 17:59:59,INS-W_1005,2021-05-09,evening,4.84444444444444,11.0,1744.0
2021-05-09 23:59:59,INS-W_1005,2021-05-09,night,0.0,1.0,0.0
2021-05-10 05:59:59,INS-W_1005,2021-05-10,morning,3.3,8.0,1188.0
2021-05-10 11:59:59,INS-W_1005,2021-05-10,afternoon,0.0,1.0,0.0
2021-05-10 17:59:59,INS-W_1005,2021-05-10,evening,0.0,1.0,0.0
2021-05-10 23:59:59,INS-W_1005,2021-05-10,night,0.0,1.0,0.0
2021-05-11 05:59:59,INS-W_1005,2021-05-11,morning,2.2,5.666666666666666,792.0
2021-05-11 11:59:59,INS-W_1005,2021-05-11,afternoon,2.3944444444444435,5.333333333333333,862.0
2021-05-11 17:59:59,INS-W_1005,2021-05-11,evening,1.26851851851852,7.333333333333334,456.6666666666667
2021-05-11 23:59:59,INS-W_1005,2021-05-11,night,0.0,1.0,0.0
2021-05-12 05:59:59,INS-W_1005,2021-05-12,morning,1.1,3.333333333333333,396.0
2021-05-12 11:59:59,INS-W_1005,2021-05-12,afternoon,4.788888888888887,9.666666666666666,1724.0
2021-05-12 17:59:59,INS-W_1005,2021-05-12,evening,2.53703703703704,13.666666666666668,913.3333333333334
2021-05-12 23:59:59,INS-W_1005,2021-05-12,night,0.0,1.0,0.0
2021-05-13 05:59:59,INS-W_1005,2021-05-13,morning,0.0,1.0,0.0
2021-05-13 11:59:59,INS-W_1005,2021-05-13,afternoon,7.18333333333333,14.0,2586.0
2021-05-13 17:59:59,INS-W_1005,2021-05-13,evening,3.80555555555556,20.0,1370.0
2021-05-13 23:59:59,INS-W_1005,2021-05-13,night,0.0,1.0,0.0
2021-05-14 05:59:59,INS-W_1005,2021-05-14,morning,2.21111111111111,13.0,796.0
2021-05-14 11:59:59,INS-W_1005,2021-05-14,afternoon,0.955555555555556,6.0,344.0
2021-05-14 17:59:59,INS-W_1005,2021-05-14,evening,1.6,13.0,576.0
2021-05-14 23:59:59,INS-W_1005,2021-05-14,night,0.0166666666666667,1.0,6.0
2021-05-15 05:59:59,INS-W_1005,2021-05-15,morning,2.24444444444444,15.0,808.0
2021-05-15 11:59:59,INS-W_1005,2021-05-15,afternoon,9.47222222222222,30.0,3410.0
2021-05-15 17:59:59,INS-W_1005,2021-05-15,evening,1.75555555555556,10.0,632.0
2021-05-15 23:59:59,INS-W_1005,2021-05-15,night,0.0,1.0,0.0
2021-05-16 05:59:59,INS-W_1005,2021-05-16,morning,0.241666666666667,3.0,87.0
2021-05-16 11:59:59,INS-W_1005,2021-05-16,afternoon,7.70555555555556,25.0,2774.0
2021-05-16 17:59:59,INS-W_1005,2021-05-16,evening,2.68333333333333,9.0,966.0
2021-05-16 23:59:59,INS-W_1005,2021-05-16,night,0.0,1.0,0.0
2021-05-17 05:59:59,INS-W_1005,2021-05-17,morning,3.775,17.0,1359.0
2021-05-17 11:59:59,INS-W_1005,2021-05-17,afternoon,9.21944444444444,19.0,3319.0
2021-05-17 17:59:59,INS-W_1005,2021-05-17,evening,3.12222222222222,4.0,1124.0
2021-05-17 23:59:59,INS-W_1005,2021-05-17,night,0.0,1.0,0.0
2021-05-18 05:59:59,INS-W_1005,2021-05-18,morning,1.73055555555556,6.0,623.0
2021-05-18 11:59:59,INS-W_1005,2021-05-18,afternoon,3.11388888888889,8.0,1121.0
2021-05-18 17:59:59,INS-W_1005,2021-05-18,evening,0.808333333333333,3.0,291.0
2021-05-18 23:59:59,INS-W_1005,2021-05-18,night,0.122222222222222,3.0,44.0
2021-05-19 05:59:59,INS-W_1005,2021-05-19,morning,0.444444444444444,3.0,160.0
2021-05-19 11:59:59,INS-W_1005,2021-05-19,afternoon,18.8111111111111,13.0,6772.0
2021-05-19 17:59:59,INS-W_1005,2021-05-19,evening,1.08611111111111,7.0,391.0
2021-05-19 23:59:59,INS-W_1005,2021-05-19,night,0.0,1.0,0.0
2021-05-20 05:59:59,INS-W_1005,2021-05-20,morning,4.025,8.0,1449.0
2021-05-20 11:59:59,INS-W_1005,2021-05-20,afternoon,0.0,1.0,0.0
2021-05-20 17:59:59,INS-W_1005,2021-05-20,evening,0.0,1.0,0.0
2021-05-20 23:59:59,INS-W_1005,2021-05-20,night,0.338888888888889,3.0,122.0
2021-05-21 05:59:59,INS-W_1005,2021-05-21,morning,0.502777777777778,4.0,181.0
2021-05-21 11:59:59,INS-W_1005,2021-05-21,afternoon,25.8444444444444,20.0,9304.0
2021-05-21 17:59:59,INS-W_1005,2021-05-21,evening,4.41944444444444,8.0,1591.0
2021-05-21 23:59:59,INS-W_1005,2021-05-21,night,0.0,1.0,0.0
2021-05-22 05:59:59,INS-W_1005,2021-05-22,morning,0.291666666666667,6.0,105.0
2021-05-22 11:59:59,INS-W_1005,2021-05-22,afternoon,10.5833333333333,19.0,3810.0
2021-05-22 17:59:59,INS-W_1005,2021-05-22,evening,0.0,1.0,0.0
2021-05-22 23:59:59,INS-W_1005,2021-05-22,night,0.0,1.0,0.0
2021-05-23 05:59:59,INS-W_1005,2021-05-23,morning,0.0,1.0,0.0
2021-05-23 11:59:59,INS-W_1005,2021-05-23,afternoon,0.0,1.0,0.0
2021-05-23 17:59:59,INS-W_1005,2021-05-23,evening,0.327777777777778,5.0,118.0
2021-05-23 23:59:59,INS-W_1005,2021-05-23,night,0.0,1.0,0.0
2021-05-24 05:59:59,INS-W_1005,2021-05-24,morning,6.12777777777778,8.0,2206.0
2021-05-24 11:59:59,INS-W_1005,2021-05-24,afternoon,9.01388888888889,11.0,3245.0
2021-05-24 17:59:59,INS-W_1005,2021-05-24,evening,10.7805555555556,22.0,3881.0
2021-05-24 23:59:59,INS-W_1005,2021-05-24,night,0.0,1.0,0.0
2021-05-25 05:59:59,INS-W_1005,2021-05-25,morning,13.3111111111111,26.0,4792.0
2021-05-25 11:59:59,INS-W_1005,2021-05-25,afternoon,9.81944444444444,19.0,3535.0
2021-05-25 17:59:59,INS-W_1005,2021-05-25,evening,21.0194444444444,20.0,7567.0
2021-05-25 23:59:59,INS-W_1005,2021-05-25,night,0.0,1.0,0.0
2021-05-26 05:59:59,INS-W_1005,2021-05-26,morning,6.08611111111111,17.0,2191.0
2021-05-26 11:59:59,INS-W_1005,2021-05-26,afternoon,9.11111111111111,18.0,3280.0
2021-05-26 17:59:59,INS-W_1005,2021-05-26,evening,7.73611111111111,13.0,2785.0
2021-05-26 23:59:59,INS-W_1005,2021-05-26,night,0.133333333333333,3.0,48.0
2021-05-27 05:59:59,INS-W_1005,2021-05-27,morning,7.28333333333333,16.0,2622.0
2021-05-27 11:59:59,INS-W_1005,2021-05-27,afternoon,4.01388888888889,12.0,1445.0
2021-05-27 17:59:59,INS-W_1005,2021-05-27,evening,4.53611111111111,16.0,1633.0
2021-05-27 23:59:59,INS-W_1005,2021-05-27,night,0.025,1.0,9.0
2021-05-28 05:59:59,INS-W_1005,2021-05-28,morning,0.608333333333333,3.0,219.0
2021-05-28 11:59:59,INS-W_1005,2021-05-28,afternoon,0.0,1.0,0.0
2021-05-28 17:59:59,INS-W_1005,2021-05-28,evening,0.0,1.0,0.0
2021-05-28 23:59:59,INS-W_1005,2021-05-28,night,0.291666666666667,4.0,105.0
2021-05-29 05:59:59,INS-W_1005,2021-05-29,morning,1.453472222222222,4.75,523.25
2021-05-29 11:59:59,INS-W_1005,2021-05-29,afternoon,2.2333333333333325,4.0,804.0000000000001
2021-05-29 17:59:59,INS-W_1005,2021-05-29,evening,2.113194444444445,2.5,760.75
2021-05-29 23:59:59,INS-W_1005,2021-05-29,night,0.21875000000000028,3.25,78.75
2021-05-30 05:59:59,INS-W_1005,2021-05-30,morning,2.2986111111111116,6.5,827.5
2021-05-30 11:59:59,INS-W_1005,2021-05-30,afternoon,4.466666666666665,7.0,1608.0000000000002
2021-05-30 17:59:59,INS-W_1005,2021-05-30,evening,4.22638888888889,4.0,1521.5
2021-05-30 23:59:59,INS-W_1005,2021-05-30,night,0.1458333333333335,2.5,52.50000000000001
2021-05-31 05:59:59,INS-W_1005,2021-05-31,morning,3.1437500000000003,8.25,1131.75
2021-05-31 11:59:59,INS-W_1005,2021-05-31,afternoon,6.6999999999999975,10.0,2412.0
2021-05-31 17:59:59,INS-W_1005,2021-05-31,evening,6.3395833333333345,5.5,2282.25
2021-05-31 23:59:59,INS-W_1005,2021-05-31,night,0.07291666666666674,1.75,26.25
2021-06-01 05:59:59,INS-W_1005,2021-06-01,morning,3.98888888888889,10.0,1436.0
2021-06-01 11:59:59,INS-W_1005,2021-06-01,afternoon,8.93333333333333,13.0,3216.0
2021-06-01 17:59:59,INS-W_1005,2021-06-01,evening,8.45277777777778,7.0,3043.0
2021-06-01 23:59:59,INS-W_1005,2021-06-01,night,0.0,1.0,0.0
2021-06-02 05:59:59,INS-W_1005,2021-06-02,morning,3.625,17.0,1305.0
2021-06-02 11:59:59,INS-W_1005,2021-06-02,afternoon,0.25,5.0,90.0
2021-06-02 17:59:59,INS-W_1005,2021-06-02,evening,0.0,1.0,0.0
2021-06-02 23:59:59,INS-W_1005,2021-06-02,night,0.111111111111111,3.0,40.0
2021-06-03 05:59:59,INS-W_1005,2021-06-03,morning,0.0,1.0,0.0
2021-06-03 11:59:59,INS-W_1005,2021-06-03,afternoon,4.44166666666667,12.0,1599.0
2021-06-03 17:59:59,INS-W_1005,2021-06-03,evening,3.16111111111111,6.0,1138.0
2021-06-03 23:59:59,INS-W_1005,2021-06-03,night,0.0,1.0,0.0
2021-06-04 05:59:59,INS-W_1005,2021-06-04,morning,1.53055555555556,6.0,551.0
2021-06-04 11:59:59,INS-W_1005,2021-06-04,afternoon,20.9555555555556,17.0,7544.0
2021-06-04 17:59:59,INS-W_1005,2021-06-04,evening,4.59444444444444,12.0,1654.0
2021-06-04 23:59:59,INS-W_1005,2021-06-04,night,0.361111111111111,3.0,130.0
2021-06-05 05:59:59,INS-W_1005,2021-06-05,morning,1.69444444444444,11.0,610.0
2021-06-05 11:59:59,INS-W_1005,2021-06-05,afternoon,4.425,25.0,1593.0
2021-06-05 17:59:59,INS-W_1005,2021-06-05,evening,1.40277777777778,13.0,505.0
2021-06-05 23:59:59,INS-W_1005,2021-06-05,night,0.991666666666667,7.0,357.0
2021-06-06 05:59:59,INS-W_1005,2021-06-06,morning,2.51666666666667,8.0,906.0
2021-06-06 11:59:59,INS-W_1005,2021-06-06,afternoon,8.22777777777778,20.0,2962.0
2021-06-06 17:59:59,INS-W_1005,2021-06-06,evening,5.93611111111111,10.0,2137.0
2021-06-06 23:59:59,INS-W_1005,2021-06-06,night,0.0527777777777778,2.0,19.0
2021-03-29 05:59:59,INS-W_1020,2021-03-29,morning,4.36944444444444,13.0,1573.0
2021-03-29 11:59:59,INS-W_1020,2021-03-29,afternoon,12.6027777777778,29.0,4537.0
2021-03-29 17:59:59,INS-W_1020,2021-03-29,evening,8.29722222222222,30.0,2987.0
2021-03-29 23:59:59,INS-W_1020,2021-03-29,night,0.336111111111111,5.0,121.0
2021-03-30 05:59:59,INS-W_1020,2021-03-30,morning,4.36944444444444,13.0,1573.0
2021-03-30 11:59:59,INS-W_1020,2021-03-30,afternoon,12.6027777777778,29.0,4537.0
2021-03-30 17:59:59,INS-W_1020,2021-03-30,evening,8.29722222222222,30.0,2987.0
2021-03-30 23:59:59,INS-W_1020,2021-03-30,night,0.336111111111111,5.0,121.0
2021-03-31 05:59:59,INS-W_1020,2021-03-31,morning,4.36944444444444,13.0,1573.0
2021-03-31 11:59:59,INS-W_1020,2021-03-31,afternoon,12.6027777777778,29.0,4537.0
2021-03-31 17:59:59,INS-W_1020,2021-03-31,evening,8.29722222222222,30.0,2987.0
2021-03-31 23:59:59,INS-W_1020,2021-03-31,night,0.336111111111111,5.0,121.0
2021-04-01 05:59:59,INS-W_1020,2021-04-01,morning,4.36944444444444,13.0,1573.0
2021-04-01 11:59:59,INS-W_1020,2021-04-01,afternoon,12.6027777777778,29.0,4537.0
2021-04-01 17:59:59,INS-W_1020,2021-04-01,evening,8.29722222222222,30.0,2987.0
