datetime,pid,date,segment,avgdurationunlock,avgdurationunlock_locmap_exercise,avgdurationunlock_locmap_greens,avgdurationunlock_locmap_home,avgdurationunlock_locmap_living,avgdurationunlock_locmap_study,countepisodeunlock,countepisodeunlock_locmap_exercise,countepisodeunlock_locmap_greens,countepisodeunlock_locmap_home,countepisodeunlock_locmap_living,countepisodeunlock_locmap_study,maxdurationunlock,maxdurationunlock_locmap_exercise,maxdurationunlock_locmap_greens,maxdurationunlock_locmap_home,maxdurationunlock_locmap_living,maxdurationunlock_locmap_study,sumdurationunlock,sumdurationunlock_locmap_exercise,sumdurationunlock_locmap_greens,sumdurationunlock_locmap_home,sumdurationunlock_locmap_living,sumdurationunlock_locmap_study
2021-04-03 11:59:59,INS-W_1005,2021-04-03,afternoon,8.13667647058823,3.00816666666667,4.98235625,38.7374055555555,0.7756030303030315,1.879325,17.0,4.0,8.0,3.0,1.727272727272727,2.0,97.3267,4.99991666666667,21.2091666666667,97.3267,1.5028636363636354,2.99995,138.3235,12.0326666666667,39.85885,116.212216666667,2.230124242424242,3.75865
2021-04-03 17:59:59,INS-W_1005,2021-04-03,evening,26.5454833333333,,1.08281666666667,35.1872166666667,2.173058333333331,,8.0,,1.0,6.0,1.7142857142857144,,112.798116666667,,1.08281666666667,112.798116666667,3.698171428571431,,212.363866666667,,1.08281666666667,211.1233,4.294921428571431,
2021-04-03 23:59:59,INS-W_1005,2021-04-03,night,56.8234583333333,,,1.44373333333333,,,2.0,,,1.0,,,112.203183333333,,,1.44373333333333,,,113.646916666667,,,1.44373333333333,,
2021-04-04 05:59:59,INS-W_1005,2021-04-04,morning,26.7706366666667,1.25268333333333,3.4952900000000002,33.2133,0.792243333333333,0.0100333333333333,5.0,1.0,1.6,4.0,1.8,1.0,66.0864833333333,1.25268333333333,3.873429999999998,66.0864833333333,0.999983333333333,0.0100333333333333,133.853183333333,1.25268333333333,6.873380000000001,132.8532,1.1767499999999997,0.0100333333333333
2021-04-04 11:59:59,INS-W_1005,2021-04-04,afternoon,4.00025377358491,2.96784479166667,4.98235625,4.05795128205128,0.9505121212121227,1.879325,53.0,3.9583333333333335,8.0,52.0,1.9090909090909092,2.0,47.0061666666667,4.928077083333337,21.2091666666667,47.0061666666667,1.8595878787878775,2.99995,212.01345,11.82668263888892,39.85885,211.013466666667,2.768663636363636,3.75865
2021-04-04 17:59:59,INS-W_1005,2021-04-04,evening,7.29011,,1.08281666666667,9.76470909090909,2.5718333333333305,,15.0,,1.0,11.0,1.8571428571428572,,65.1507833333333,,1.08281666666667,65.1507833333333,4.40196904761905,,109.35165,,1.08281666666667,107.4118,5.118069047619051,
2021-04-04 23:59:59,INS-W_1005,2021-04-04,night,82.15122500000022,,,65.234829166667,,,2.0,,,1.0,,,148.30441666666675,,,65.234829166667,,,164.30245000000076,,,65.234829166667,,
2021-04-05 05:59:59,INS-W_1005,2021-04-05,morning,7.30337058823529,1.25268333333333,4.5627200000000006,7.30337058823529,0.896113333333333,0.0100333333333333,17.0,1.0,1.7999999999999998,17.0,1.4000000000000001,1.0,67.44575,1.25268333333333,5.066906666666664,67.44575,0.999983333333333,0.0100333333333333,124.1573,1.25268333333333,9.066840000000001,124.1573,1.0883666666666665,0.0100333333333333
2021-04-05 11:59:59,INS-W_1005,2021-04-05,afternoon,5.30178333333333,2.92752291666667,4.98235625,6.18109888888889,1.125421212121214,1.879325,26.0,3.9166666666666665,8.0,15.0,2.090909090909091,2.0,25.19165,4.856237500000003,21.2091666666667,25.19165,2.2163121212121193,2.99995,137.846366666667,11.620698611111143,39.85885,92.7164833333333,3.30720303030303,3.75865
2021-04-05 17:59:59,INS-W_1005,2021-04-05,evening,5.78884814814815,,1.08281666666667,6.141128125,2.97060833333333,,18.0,,1.0,16.0,2.0,,33.81935,,1.08281666666667,33.81935,5.10576666666667,,104.199266666667,,1.08281666666667,98.25805,5.94121666666667,
2021-04-05 23:59:59,INS-W_1005,2021-04-05,night,107.47899166666716,,,129.02592500000068,,,2.0,,,1.0,,,184.4056500000005,,,129.02592500000068,,,214.95798333333448,,,129.02592500000068,,
2021-04-06 05:59:59,INS-W_1005,2021-04-06,morning,7.72273859649123,1.25268333333333,5.63015,9.84794358974359,0.999983333333333,0.0100333333333333,19.0,1.0,2.0,13.0,1.0,1.0,56.9437666666666,1.25268333333333,6.26038333333333,56.9437666666666,0.999983333333333,0.0100333333333333,146.732033333333,1.25268333333333,11.2603,128.023266666667,0.999983333333333,0.0100333333333333
2021-04-06 11:59:59,INS-W_1005,2021-04-06,afternoon,7.53697745098039,2.88720104166667,5.130918333333334,7.94512777777777,1.300330303030305,1.879325,17.0,3.875,6.8,15.0,2.2727272727272725,2.0,54.4808333333333,4.78439791666667,19.1672966666667,54.4808333333333,2.5730363636363616,2.99995,128.128616666667,11.414714583333364,34.17714666666666,119.176916666667,3.845742424242424,3.75865
2021-04-06 17:59:59,INS-W_1005,2021-04-06,evening,41.3102214285716,,1.08281666666667,80.4988777777782,1.102925,,7.0,,1.0,3.0,2.0,,225.996233333335,,1.08281666666667,225.996233333335,2.07833333333333,,289.171550000001,,1.08281666666667,241.496633333335,2.20585,
2021-04-06 23:59:59,INS-W_1005,2021-04-06,night,132.80675833333407,,,192.81702083333437,,,2.0,,,1.0,,,220.50688333333426,,,192.81702083333437,,,265.61351666666826,,,192.81702083333437,,
2021-04-07 05:59:59,INS-W_1005,2021-04-07,morning,15.2719761904762,1.25268333333333,5.513705952380953,16.2929,1.0400218749999999,0.0100333333333333,14.0,1.0,1.9285714285714286,13.0,1.0,1.0,83.7905666666666,1.25268333333333,6.098922619047616,83.7905666666666,1.0400218749999999,0.0100333333333333,213.807666666667,1.25268333333333,10.74170238095238,211.8077,1.0400218749999999,0.0100333333333333
2021-04-07 11:59:59,INS-W_1005,2021-04-07,afternoon,4.21687246376811,2.84687916666667,5.279480416666668,4.58788174603175,1.4752393939393962,1.879325,23.0,3.8333333333333335,5.6,21.0,2.454545454545454,2.0,21.9232666666667,4.7125583333333365,17.1254266666667,21.9232666666667,2.929760606060604,2.99995,96.9880666666666,11.208730555555585,28.495443333333316,96.3455166666666,4.384281818181818,3.75865
2021-04-07 17:59:59,INS-W_1005,2021-04-07,evening,5.57157280701754,,1.08281666666667,5.51826444444444,1.0514541666666664,,19.0,,1.0,15.0,1.5,,40.9787833333333,,1.08281666666667,40.9787833333333,1.5391583333333316,,105.859883333333,,1.08281666666667,82.7739666666666,1.6029166666666663,
2021-04-07 23:59:59,INS-W_1005,2021-04-07,night,158.134525000001,,,256.608116666668,,,2.0,,,1.0,,,256.608116666668,,,256.608116666668,,,316.269050000002,,,256.608116666668,,
2021-04-08 05:59:59,INS-W_1005,2021-04-08,morning,17.0658203703704,1.25268333333333,5.397261904761905,17.0658203703704,1.0800604166666665,0.0100333333333333,9.0,1.0,1.8571428571428572,9.0,1.0,1.0,52.7669,1.25268333333333,5.937461904761901,52.7669,1.0800604166666665,0.0100333333333333,153.592383333333,1.25268333333333,10.223104761904763,153.592383333333,1.0800604166666665,0.0100333333333333
2021-04-08 11:59:59,INS-W_1005,2021-04-08,afternoon,3.12985952380952,2.80655729166667,5.428042500000002,5.31277619047619,1.6501484848484875,1.879325,14.0,3.7916666666666665,4.4,7.0,2.6363636363636362,2.0,19.7926166666667,4.640718750000003,15.0835566666667,19.7926166666667,3.2864848484848457,2.99995,43.8180333333333,11.002746527777807,22.813739999999978,37.1894333333333,4.922821212121212,3.75865
2021-04-08 17:59:59,INS-W_1005,2021-04-08,evening,7.62875694444444,,1.08281666666667,9.95869814814815,0.999983333333333,,12.0,,1.0,9.0,1.0,,49.9966166666666,,1.08281666666667,49.9966166666666,0.999983333333333,,91.5450833333333,,1.08281666666667,89.6282833333333,0.999983333333333,
2021-04-08 23:59:59,INS-W_1005,2021-04-08,night,83.15082083333382,,,132.38761666666733,,,2.0,,,1.5,,,134.36162500000063,,,134.36162500000063,,,166.30164166666765,,,136.47117500000067,,
2021-04-09 05:59:59,INS-W_1005,2021-04-09,morning,19.4793458333333,1.25268333333333,5.280817857142857,19.4793458333333,1.1200989583333334,0.0100333333333333,4.0,1.0,1.7857142857142858,4.0,1.0,1.0,57.7287333333333,1.25268333333333,5.776001190476187,57.7287333333333,1.1200989583333334,0.0100333333333333,77.9173833333333,1.25268333333333,9.704507142857143,77.9173833333333,1.1200989583333334,0.0100333333333333
2021-04-09 11:59:59,INS-W_1005,2021-04-09,afternoon,13.8627944444444,2.76623541666667,5.576604583333336,16.4258233333333,1.8250575757575787,1.879325,12.0,3.75,3.2,10.0,2.8181818181818183,2.0,92.0685,4.56887916666667,13.0416866666667,92.0685,3.643209090909088,2.99995,166.353533333333,10.796762500000028,17.132036666666636,164.258233333333,5.461360606060606,3.75865
2021-04-09 17:59:59,INS-W_1005,2021-04-09,evening,48.23255,,1.08281666666667,48.23255,0.781902083333333,,1.0,,1.0,1.0,1.25,,48.23255,,1.08281666666667,48.23255,0.8043124999999998,,48.23255,,1.08281666666667,48.23255,0.8138166666666665,
2021-04-09 23:59:59,INS-W_1005,2021-04-09,night,8.16711666666667,,,8.16711666666667,,,2.0,,,2.0,,,12.1151333333333,,,12.1151333333333,,,16.3342333333333,,,16.3342333333333,,
2021-04-10 05:59:59,INS-W_1005,2021-04-10,morning,14.8608090909091,1.25268333333333,5.164373809523809,14.8608090909091,1.1601375,0.0100333333333333,11.0,1.0,1.7142857142857144,11.0,1.0,1.0,75.6655833333333,1.25268333333333,5.614540476190473,75.6655833333333,1.1601375,0.0100333333333333,163.4689,1.25268333333333,9.185909523809524,163.4689,1.1601375,0.0100333333333333
2021-04-10 11:59:59,INS-W_1005,2021-04-10,afternoon,13.6112944444444,2.72591354166667,5.72516666666667,18.1628857142857,1.99996666666667,1.879325,21.0,3.7083333333333335,2.0,14.0,3.0,2.0,115.5483,4.497039583333336,10.9998166666667,115.5483,3.99993333333333,2.99995,285.837183333333,10.590778472222249,11.4503333333333,254.2804,5.9999,3.75865
2021-04-10 17:59:59,INS-W_1005,2021-04-10,evening,69.0755444444444,,1.08281666666667,102.613333333333,0.563820833333333,,3.0,,1.0,2.0,1.5,,125.63375,,1.08281666666667,125.63375,0.6086416666666665,,207.226633333333,,1.08281666666667,205.226666666667,0.62765,
2021-04-10 23:59:59,INS-W_1005,2021-04-10,night,117.254816666667,,,203.763233333334,,,2.0,,,1.0,,,203.763233333334,,,203.763233333334,,,234.509633333334,,,203.763233333334,,
2021-04-11 05:59:59,INS-W_1005,2021-04-11,morning,14.9312464285714,1.25268333333333,5.047929761904761,15.6951948717949,1.200176041666667,0.0100333333333333,14.0,1.0,1.6428571428571428,13.0,1.0,1.0,94.995,1.25268333333333,5.453079761904759,94.995,1.200176041666667,0.0100333333333333,209.03745,1.25268333333333,8.667311904761904,204.037533333333,1.200176041666667,0.0100333333333333
2021-04-11 11:59:59,INS-W_1005,2021-04-11,afternoon,3.35538333333333,2.68559166666667,5.658527027027031,3.42805714285714,1.940007222222225,1.879325,15.0,3.6666666666666665,1.972972972972973,14.0,3.0,2.0,32.3471166666667,4.425200000000004,10.790618918918952,32.3471166666667,3.8999349999999966,2.99995,50.33075,10.384794444444472,11.228959459459427,47.9928,5.820021666666667,3.75865
2021-04-11 17:59:59,INS-W_1005,2021-04-11,evening,13.08542,,1.08281666666667,11.6505148148148,0.345739583333333,,10.0,,1.0,9.0,1.75,,67.0044,,1.08281666666667,67.0044,0.4129708333333333,,130.8542,,1.08281666666667,104.854633333333,0.44148333333333356,
2021-04-11 23:59:59,INS-W_1005,2021-04-11,night,60.45267500000016,,,103.70688333333366,,,1.5,,,1.0,,,103.70688333333366,,,103.70688333333366,,,119.08008333333366,,,103.70688333333366,,
2021-04-12 05:59:59,INS-W_1005,2021-04-12,morning,2.80352051282051,1.25268333333333,4.931485714285713,2.92489583333333,1.2402145833333338,0.0100333333333333,52.0,1.0,1.5714285714285714,48.0,1.0,1.0,45.0121833333333,1.25268333333333,5.291619047619044,45.0121833333333,1.2402145833333338,0.0100333333333333,145.783066666667,1.25268333333333,8.148714285714284,140.395,1.2402145833333338,0.0100333333333333
2021-04-12 11:59:59,INS-W_1005,2021-04-12,afternoon,5.65998405797101,2.64526979166667,5.59188738738739,5.8686106060606,1.88004777777778,1.879325,23.0,3.625,1.945945945945946,22.0,3.0,2.0,35.44865,4.35336041666667,10.581421171171202,35.44865,3.799936666666664,2.99995,130.179633333333,10.178810416666693,11.007585585585554,129.109433333333,5.640143333333334,3.75865
2021-04-12 17:59:59,INS-W_1005,2021-04-12,evening,3.27421754385965,,1.08281666666667,3.86908333333333,0.127658333333333,,19.0,,1.0,16.0,2.0,,17.5784333333333,,1.08281666666667,17.5784333333333,0.2173,,62.2101333333333,,1.08281666666667,61.9053333333333,0.255316666666667,
2021-04-12 23:59:59,INS-W_1005,2021-04-12,night,3.65053333333333,,,3.65053333333333,,,1.0,,,1.0,,,3.65053333333333,,,3.65053333333333,,,3.65053333333333,,,3.65053333333333,,
2021-04-13 05:59:59,INS-W_1005,2021-04-13,morning,4.45144135802469,1.25268333333333,4.815041666666665,5.12619927536232,1.2802531250000004,0.0100333333333333,27.0,1.0,1.5,23.0,1.0,1.0,53.55695,1.25268333333333,5.13015833333333,53.55695,1.2802531250000004,0.0100333333333333,120.188916666667,1.25268333333333,7.630116666666665,117.902583333333,1.2802531250000004,0.0100333333333333
2021-04-13 11:59:59,INS-W_1005,2021-04-13,afternoon,6.40062416666667,2.60494791666667,5.525247747747751,7.23261666666667,1.8200883333333349,1.879325,20.0,3.5833333333333335,1.9189189189189189,17.0,3.0,2.0,33.2194833333333,4.281520833333337,10.372223423423454,33.2194833333333,3.699938333333331,2.99995,128.012483333333,9.972826388888915,10.78621171171168,122.954483333333,5.4602650000000015,3.75865
2021-04-13 17:59:59,INS-W_1005,2021-04-13,evening,27.333825,,1.08281666666667,40.9825433333333,0.999983333333333,,8.0,,1.0,5.0,1.0,,139.589316666667,,1.08281666666667,139.589316666667,0.999983333333333,,218.6706,,1.08281666666667,204.912716666667,0.999983333333333,
2021-04-13 23:59:59,INS-W_1005,2021-04-13,night,10.271438888888888,,,10.271438888888888,,,1.3333333333333333,,,1.3333333333333333,,,18.04517222222222,,,18.04517222222222,,,18.109188888888887,,,18.109188888888887,,
2021-04-14 05:59:59,INS-W_1005,2021-04-14,morning,7.1768303030303,1.25268333333333,4.698597619047617,18.9996833333333,1.3202916666666673,0.0100333333333333,22.0,1.0,1.4285714285714286,1.0,1.0,1.0,47.7597666666666,1.25268333333333,4.9686976190476155,18.9996833333333,1.3202916666666673,0.0100333333333333,157.890266666667,1.25268333333333,7.111519047619046,18.9996833333333,1.3202916666666673,0.0100333333333333
2021-04-14 11:59:59,INS-W_1005,2021-04-14,afternoon,7.81364047619047,2.56462604166667,5.458608108108111,6.53674814814815,1.76012888888889,1.879325,14.0,3.5416666666666665,1.8918918918918919,17.5,3.0,2.0,47.2237833333333,4.209681250000004,10.163025675675705,40.82814166666665,3.599939999999998,2.99995,109.390966666667,9.766842361111136,10.564837837837807,114.045158333333,5.280386666666669,3.75865
2021-04-14 17:59:59,INS-W_1005,2021-04-14,evening,5.82039583333333,,1.08281666666667,11.4019966666667,1.0416493055555553,,20.0,,1.0,5.0,1.0416666666666667,,52.9991166666666,,1.08281666666667,52.9991166666666,1.0416493055555553,,116.407916666667,,1.08281666666667,57.0099833333333,1.1249812499999996,
2021-04-14 23:59:59,INS-W_1005,2021-04-14,night,16.892344444444443,,,16.892344444444443,,,1.6666666666666665,,,1.6666666666666665,,,32.43981111111111,,,32.43981111111111,,,32.56784444444445,,,32.56784444444445,,
2021-04-15 05:59:59,INS-W_1005,2021-04-15,morning,11.7964769230769,1.25268333333333,4.582153571428569,11.7964769230769,1.360330208333334,0.0100333333333333,13.0,1.0,1.3571428571428572,13.0,1.0,1.0,35.0723333333333,1.25268333333333,4.807236904761901,35.0723333333333,1.360330208333334,0.0100333333333333,153.3542,1.25268333333333,6.592921428571426,153.3542,1.360330208333334,0.0100333333333333
2021-04-15 11:59:59,INS-W_1005,2021-04-15,afternoon,4.68823478260869,2.52430416666667,5.391968468468471,5.84087962962963,1.700169444444445,1.879325,23.0,3.5,1.864864864864865,18.0,3.0,2.0,48.4368,4.13784166666667,9.953827927927957,48.4368,3.4999416666666647,2.99995,107.8294,9.560858333333357,10.343463963963934,105.135833333333,5.100508333333335,3.75865
2021-04-15 17:59:59,INS-W_1005,2021-04-15,evening,8.19331547619047,,1.08281666666667,11.2374833333333,1.0833152777777777,,14.0,,1.0,10.0,1.0833333333333333,,31.2963333333333,,1.08281666666667,31.2963333333333,1.0833152777777777,,114.706416666667,,1.08281666666667,112.374833333333,1.249979166666666,
2021-04-15 23:59:59,INS-W_1005,2021-04-15,night,23.51325,,,23.51325,,,2.0,,,2.0,,,46.83445,,,46.83445,,,47.0265,,,47.0265,,
2021-04-16 05:59:59,INS-W_1005,2021-04-16,morning,2.27778552631579,1.25268333333333,4.4657095238095215,10.347519358974342,1.4003687500000008,0.0100333333333333,38.0,1.0,1.2857142857142856,12.25,1.0,1.0,33.5471666666667,1.25268333333333,4.6457761904761865,36.41582916666665,1.4003687500000008,0.0100333333333333,86.55585,1.25268333333333,6.074323809523807,130.01726666666667,1.4003687500000008,0.0100333333333333
2021-04-16 11:59:59,INS-W_1005,2021-04-16,afternoon,4.87717916666667,2.48398229166667,5.325328828828832,9.58027777777778,1.64021,1.879325,36.0,3.4583333333333335,1.8378378378378377,15.0,3.0,2.0,79.8999,4.066002083333337,9.744630180180208,79.8999,3.399943333333332,2.99995,175.57845,9.35487430555558,10.122090090090062,143.704166666667,4.920630000000002,3.75865
2021-04-16 17:59:59,INS-W_1005,2021-04-16,evening,5.07906129032258,,1.08281666666667,5.72567916666667,1.12498125,,31.0,,1.0,4.0,1.125,,36.0325833333333,,1.08281666666667,21.8297833333333,1.12498125,,157.4509,,1.08281666666667,22.9027166666667,1.3749770833333326,
2021-04-16 23:59:59,INS-W_1005,2021-04-16,night,68.6845458333335,,,23.87575,,,1.75,,,1.8,,,86.1754458333335,,,42.532709999999994,,,86.3194833333335,,,42.68635,,
2021-04-17 05:59:59,INS-W_1005,2021-04-17,morning,4.01511916666667,1.25268333333333,4.349265476190474,8.898561794871785,1.4404072916666677,0.0100333333333333,20.0,1.0,1.2142857142857144,11.5,1.0,1.0,15.6077666666667,1.25268333333333,4.484315476190472,37.759325,1.4404072916666677,0.0100333333333333,80.3023833333333,1.25268333333333,5.555726190476188,106.68033333333335,1.4404072916666677,0.0100333333333333
2021-04-17 11:59:59,INS-W_1005,2021-04-17,afternoon,5.28133985507246,2.44366041666667,5.258689189189192,7.352143121693124,1.5802505555555548,1.879325,23.0,3.416666666666667,1.8108108108108107,21.666666666666668,3.0,2.0,31.3443833333333,3.9941625000000034,9.53543243243246,64.89336666666667,3.2999449999999992,2.99995,121.470816666667,9.1488902777778,9.900716216216189,129.58797222222233,4.740751666666669,3.75865
2021-04-17 17:59:59,INS-W_1005,2021-04-17,evening,6.51095196078431,,1.08281666666667,5.115488690476194,1.1666472222222226,,17.0,,1.0,12.0,1.1666666666666667,,30.92105,,1.08281666666667,33.96739999999997,1.1666472222222226,,110.686183333333,,1.08281666666667,51.62281666666679,1.4999749999999992,
2021-04-17 23:59:59,INS-W_1005,2021-04-17,night,113.855841666667,,,24.23825,,,1.5,,,1.6,,,125.51644166666699,,,38.23097,,,125.612466666667,,,38.346199999999996,,
2021-04-18 05:59:59,INS-W_1005,2021-04-18,morning,3.44774404761905,1.25268333333333,4.232821428571426,7.449604230769228,1.4804458333333343,0.0100333333333333,14.0,1.0,1.1428571428571428,10.75,1.0,1.0,17.6675,1.25268333333333,4.322854761904758,39.10282083333335,1.4804458333333343,0.0100333333333333,48.2684166666667,1.25268333333333,5.037128571428568,83.34340000000002,1.4804458333333343,0.0100333333333333
2021-04-18 11:59:59,INS-W_1005,2021-04-18,afternoon,4.82902444444444,2.40333854166667,5.1920495495495524,5.124008465608467,1.52029111111111,1.879325,30.0,3.375,1.7837837837837838,28.333333333333336,3.0,2.0,33.6071166666667,3.92232291666667,9.32623468468471,49.88683333333333,3.199946666666666,2.99995,144.870733333333,8.942906250000021,9.679342342342316,115.47177777777766,4.560873333333336,3.75865
