pid,date,segment,circdnrtn,numberofsignificantplaces,radiusgyration,timeathome,totaldistance,duration_in_locmap_exercise,duration_in_locmap_greens,duration_in_locmap_study,datetime
INS-W_1044,2021-05-12,allday,0.274691358024691,17.0,17596.9423257203,371.039683333333,147084.086056415,105.998883333333,0.0,0.0,2021-05-12 12:00:00
INS-W_1044,2021-05-13,allday,0.674382716049383,4.0,886.237775073805,1198.84120000001,16077.7965001286,0.0,0.0,0.0,2021-05-13 12:00:00
INS-W_1044,2021-05-14,allday,0.621913580246914,11.0,3016.50678697541,1165.17506666667,53463.1901416164,0.0,0.0,0.0,2021-05-14 12:00:00
INS-W_1044,2021-05-15,allday,0.702160493827161,1.0,0.0,1396.44486666667,3495.5727714094,0.0,0.0,0.0,2021-05-15 12:00:00
INS-W_1044,2021-05-16,allday,0.617798353909465,4.0,2039.20323497313,1160.5066,22026.4670095167,0.0,0.0,0.0,2021-05-16 12:00:00
INS-W_1044,2021-05-17,allday,0.556841563786008,24.0,16971.32485414,1095.14096666667,146283.151604119,43.999,6.99866666666667,8.00006666666667,2021-05-17 12:00:00
INS-W_1044,2021-05-18,allday,0.524434156378601,6.0,2861.94760220103,975.794566666675,34130.7116769622,0.0,0.0,0.0,2021-05-18 12:00:00
INS-W_1044,2021-05-19,allday,0.315586419753086,4.0,4908.90597415105,469.637149999999,95628.6326139432,0.0,0.0,0.0,2021-05-19 12:00:00
INS-W_1044,2021-05-20,allday,0.702160493827161,4.0,600.733137644685,1338.77023333334,21116.4982479658,0.0,0.0,0.0,2021-05-20 12:00:00
INS-W_1044,2021-05-21,allday,0.400205761316872,14.0,7843.79173460142,735.505700000003,136227.944657728,0.0,0.0,0.0,2021-05-21 12:00:00
INS-W_1044,2021-05-22,allday,0.153549382716049,14.0,13340.6992939524,33.99265,105640.363732823,0.0,0.0,0.0,2021-05-22 12:00:00
INS-W_1044,2021-05-23,allday,0.112139917695473,14.0,14729.306643323,37.9989833333333,100237.914569015,0.0,47.9992666666667,0.0,2021-05-23 12:00:00
INS-W_1044,2021-05-24,allday,0.130658436213992,7.0,3140.12044258308,11.9991666666667,66422.5754714944,0.0,0.0,0.0,2021-05-24 12:00:00
INS-W_1044,2021-05-25,allday,0.146604938271605,8.0,933.918239230554,14.9986666666667,34271.6416958404,0.0,0.0,0.0,2021-05-25 12:00:00
INS-W_1044,2021-05-26,allday,0.25488683127572,5.0,2684.68327854954,309.881300000001,33655.8432794088,0.0,0.0,0.0,2021-05-26 12:00:00
INS-W_1044,2021-05-27,allday,0.593621399176955,8.0,4563.06417670375,1089.83211666668,58841.946561885,0.0,0.0,0.0,2021-05-27 12:00:00
INS-W_1044,2021-05-28,allday,0.625257201646091,10.0,3497.03590350353,1141.83548333334,61022.8471809519,0.0,0.0,0.0,2021-05-28 12:00:00
INS-W_1044,2021-05-29,allday,0.442644032921811,33.0,64308.606659753,816.701233333335,655222.029330029,0.0,0.0,0.0,2021-05-29 12:00:00
INS-W_1044,2021-05-30,allday,0.426954732510288,9.0,27429.8467602408,813.364866666674,122121.649591477,0.0,0.0,0.0,2021-05-30 12:00:00
INS-W_1044,2021-05-31,allday,0.63940329218107,7.0,1659.2288595738,864.019816666666,75025.5283678221,0.0,0.0,0.0,2021-05-31 12:00:00
INS-W_1044,2021-06-01,allday,0.605452674897119,20.0,3167.04761930158,1159.93366666667,164720.23063394,0.0,0.0,0.0,2021-06-01 12:00:00
INS-W_1044,2021-06-02,allday,0.55761316872428,14.0,3839.7628375136,1069.78925000001,53819.9816539323,0.0,0.0,0.0,2021-06-02 12:00:00
INS-W_1044,2021-06-03,allday,0.637345679012346,5.0,1661.43926727404,1191.34883333334,22584.372740019,0.0,0.0,0.0,2021-06-03 12:00:00
INS-W_1044,2021-06-04,allday,0.594135802469136,6.0,1830.97849618608,1079.61983333334,43441.1610669281,0.0,0.0,0.0,2021-06-04 12:00:00
INS-W_1044,2021-06-05,allday,0.635802469135803,5.0,2092.87910328284,1190.28631666667,34931.6785920686,0.0,0.0,0.0,2021-06-05 12:00:00
INS-W_1044,2021-06-06,allday,0.702160493827161,2.0,433.670957828346,1143.64758333334,12204.2539370309,0.0,0.0,0.0,2021-06-06 12:00:00
INS-W_1077,2021-03-29,allday,0.756448412698413,1.0,0.0,1426.94596666668,802.595651014407,0.0,0.0,0.0,2021-03-29 12:00:00
INS-W_1077,2021-03-30,allday,0.756448412698413,1.0,7.07323088988687e-10,1430.95208333334,496.96546876622,0.0,0.0,0.0,2021-03-30 12:00:00
INS-W_1077,2021-03-31,allday,0.756448412698413,1.0,0.0,1434.56473333334,376.260083862739,0.0,0.0,0.0,2021-03-31 12:00:00
INS-W_1077,2021-04-01,allday,0.756448412698413,1.0,0.0,1433.91783333335,481.383669568176,0.0,0.0,0.0,2021-04-01 12:00:00
INS-W_1077,2021-04-02,allday,0.756448412698413,1.0,0.0,1238.70901666667,146.3151417648,0.0,0.0,0.0,2021-04-02 12:00:00
INS-W_1077,2021-04-03,allday,0.756448412698413,1.0,0.0,1437.48388333334,237.327107139116,0.0,0.0,0.0,2021-04-03 12:00:00
INS-W_1077,2021-04-04,allday,0.756448412698413,1.0,0.0,1281.9654,102.892352607987,0.0,0.0,0.0,2021-04-04 12:00:00
INS-W_1077,2021-04-05,allday,0.756448412698413,1.0,0.0,1437.95660000002,229.936616364236,0.0,0.0,0.0,2021-04-05 12:00:00
INS-W_1077,2021-04-06,allday,0.725859788359788,3.0,102.351762631553,1396.97143333334,2622.76793165307,0.0,0.0,0.0,2021-04-06 12:00:00
INS-W_1077,2021-04-07,allday,0.756448412698413,1.0,0.0,1143.9285,160.6007168494,0.0,0.0,0.0,2021-04-07 12:00:00
INS-W_1077,2021-04-08,allday,0.756448412698413,1.0,0.0,1412.08728333334,966.570314772905,0.0,0.0,0.0,2021-04-08 12:00:00
INS-W_1077,2021-04-09,allday,0.756448412698413,1.0,0.0,1417.81756666668,1468.56782273309,0.0,0.0,0.0,2021-04-09 12:00:00
INS-W_1077,2021-04-10,allday,0.756448412698413,1.0,0.0,1412.96291666667,1624.89468262243,0.0,0.0,0.0,2021-04-10 12:00:00
INS-W_1077,2021-04-11,allday,0.756448412698413,1.0,1.4146461779773701e-09,1423.30433333335,1261.99888689285,0.0,0.0,0.0,2021-04-11 12:00:00
INS-W_1077,2021-04-12,allday,0.756448412698413,1.0,1.91684814978772e-09,1427.75620000002,1995.08086577612,0.0,0.0,0.0,2021-04-12 12:00:00
INS-W_1077,2021-04-13,allday,0.756448412698413,1.0,1.91684720132385e-09,1432.52206666668,1862.38626112975,0.0,0.0,0.0,2021-04-13 12:00:00
INS-W_1077,2021-04-14,allday,0.725694444444444,4.0,477.97832824136,1371.81106666667,10553.1560362393,0.0,0.0,0.0,2021-04-14 12:00:00
INS-W_1077,2021-04-15,allday,0.756448412698413,1.0,0.0,1387.95016666668,4148.61544142089,0.0,0.0,0.0,2021-04-15 12:00:00
INS-W_1077,2021-04-16,allday,0.756448412698413,1.0,0.0,1418.95676666669,1804.77191244445,0.0,0.0,0.0,2021-04-16 12:00:00
INS-W_1077,2021-04-17,allday,0.756448412698413,1.0,0.0,1373.95610000001,4323.26003354264,0.0,0.0,0.0,2021-04-17 12:00:00
INS-W_1077,2021-04-18,allday,0.756448412698413,1.0,0.0,1412.95810000002,1829.77899786315,0.0,0.0,0.0,2021-04-18 12:00:00
INS-W_1077,2021-04-19,allday,0.756448412698413,1.0,0.0,1294.71318333334,2505.79774483452,0.0,0.0,0.0,2021-04-19 12:00:00
INS-W_1077,2021-04-20,allday,0.756448412698413,1.0,0.0,1016.22016666668,529.650687078517,0.0,0.0,0.0,2021-04-20 12:00:00
INS-W_1077,2021-04-21,allday,0.72635582010582,1.0,0.0,1408.66813333334,1726.66194825125,0.0,0.0,0.0,2021-04-21 12:00:00
INS-W_1077,2021-04-22,allday,0.693783068783069,5.0,345.984596788333,1324.24311666668,9802.76396024172,0.0,0.0,0.0,2021-04-22 12:00:00
INS-W_1077,2021-04-23,allday,0.635333994708995,1.0,0.0,1199.97116666668,2928.74273515302,0.0,0.0,0.0,2021-04-23 12:00:00
INS-W_1077,2021-04-24,allday,0.756448412698413,1.0,0.0,719.674550000002,668.094332319807,0.0,0.0,0.0,2021-04-24 12:00:00
INS-W_1077,2021-04-25,allday,0.756448412698413,1.0,0.0,1325.67635000002,1324.29617707656,0.0,0.0,0.0,2021-04-25 12:00:00
INS-W_1077,2021-04-26,allday,0.726934523809524,8.0,686.545059773803,1357.82593333334,12458.5943224776,0.0,0.0,0.0,2021-04-26 12:00:00
INS-W_1077,2021-04-27,allday,0.756448412698413,1.0,0.0,1434.94670000002,443.996514014919,0.0,0.0,0.0,2021-04-27 12:00:00
INS-W_1077,2021-04-28,allday,0.756448412698413,1.0,0.0,1427.94600000002,792.648232880766,0.0,0.0,0.0,2021-04-28 12:00:00
INS-W_1077,2021-04-29,allday,0.756448412698413,1.0,0.0,1431.95918333335,479.679016419524,0.0,0.0,0.0,2021-04-29 12:00:00
INS-W_1077,2021-04-30,allday,0.756448412698413,1.0,0.0,1435.70436666668,220.01740602722,0.0,0.0,0.0,2021-04-30 12:00:00
INS-W_1077,2021-05-01,allday,0.756448412698413,1.0,0.0,1352.50013333334,152.591050801976,0.0,0.0,0.0,2021-05-01 12:00:00
INS-W_1077,2021-05-02,allday,0.756448412698413,1.0,0.0,1439.95500000002,69.2425442190759,0.0,0.0,0.0,2021-05-02 12:00:00
INS-W_1077,2021-05-03,allday,0.756448412698413,1.0,0.0,1383.44495000001,86.2648644890738,0.0,0.0,0.0,2021-05-03 12:00:00
