pid,date,segment,numberofsignificantplaces,radiusgyration,timeathome,totaldistance,duration_in_locmap_exercise,duration_in_locmap_greens,duration_in_locmap_study,datetime
INS-W_1036,2021-04-05,afternoon,6.0,384.644639463366,273.259600000001,4785.22574829936,0.998733333333333,0.0,0.0,2021-04-05 11:59:59
INS-W_1036,2021-04-05,evening,6.0,520.628367522276,228.715216666667,7338.44587677944,5.00068333333333,8.99881666666667,0.0,2021-04-05 17:59:59
INS-W_1036,2021-04-05,morning,1.0,7.07323088988687e-10,353.983533333334,291.502158550811,0.0,0.0,0.0,2021-04-05 05:59:59
INS-W_1036,2021-04-05,night,1.0,0.0,354.98355,700.289873042748,0.0,0.0,0.0,2021-04-05 23:59:59
INS-W_1036,2021-04-06,afternoon,1.0,0.0,194.27405,4464.76287638525,0.0,0.0,0.0,2021-04-06 11:59:59
INS-W_1036,2021-04-06,evening,8.0,3571.82390652961,117.997333333333,37845.9818991698,0.0,0.0,0.0,2021-04-06 17:59:59
INS-W_1036,2021-04-06,morning,1.0,0.0,355.990033333334,461.609181429089,0.0,0.0,0.0,2021-04-06 05:59:59
INS-W_1036,2021-04-06,night,5.0,5373.15411801541,243.9538,48375.8435997317,0.0,0.0,0.0,2021-04-06 23:59:59
INS-W_1036,2021-04-07,afternoon,1.0,0.0,334.9856,2239.53493626943,0.0,0.0,0.0,2021-04-07 11:59:59
INS-W_1036,2021-04-07,evening,4.0,795.265484746158,193.275,4071.63591583655,0.0,0.0,0.0,2021-04-07 17:59:59
INS-W_1036,2021-04-07,morning,1.0,0.0,343.982916666667,1958.02724863787,0.0,0.0,0.0,2021-04-07 05:59:59
INS-W_1036,2021-04-07,night,5.0,4388.45401285534,216.712316666667,34110.313430875,0.0,0.0,0.0,2021-04-07 23:59:59
INS-W_1036,2021-04-08,afternoon,12.0,3406.57297221386,7.99988333333333,32410.3244612559,3.99953333333333,0.0,0.0,2021-04-08 11:59:59
INS-W_1036,2021-04-08,evening,7.0,3183.24384240758,53.9936,23962.3466160558,0.0,0.0,0.0,2021-04-08 17:59:59
INS-W_1036,2021-04-08,morning,1.0,0.0,2.99995,3302.44968908882,0.0,0.0,0.0,2021-04-08 05:59:59
INS-W_1036,2021-04-08,night,4.0,726.414399326511,0.0,4098.36532772993,0.0,0.0,0.0,2021-04-08 23:59:59
INS-W_1036,2021-04-09,afternoon,2.0,768.047966330081,1.99996666666667,3146.27214818918,0.0,0.0,0.0,2021-04-09 11:59:59
INS-W_1036,2021-04-09,evening,5.0,3139.87452177549,2.99991666666667,34111.6958306341,0.0,0.0,0.0,2021-04-09 17:59:59
INS-W_1036,2021-04-09,morning,1.0,0.0,1.99996666666667,2027.43959790216,0.0,0.0,0.0,2021-04-09 05:59:59
INS-W_1036,2021-04-09,night,5.0,779.901071698846,8.99765,5037.6504018659,0.0,0.0,0.0,2021-04-09 23:59:59
INS-W_1036,2021-04-10,afternoon,3.0,678.302872346292,263.271733333334,4341.84848458272,0.0,0.0,0.0,2021-04-10 11:59:59
INS-W_1036,2021-04-10,evening,7.0,1844.08663949489,27.00105,19989.6050836472,0.0,0.0,0.0,2021-04-10 17:59:59
INS-W_1036,2021-04-10,morning,1.0,0.0,352.987583333333,570.29738413985,0.0,0.0,0.0,2021-04-10 05:59:59
INS-W_1036,2021-04-10,night,3.0,724.569522090034,193.712350000001,3062.3717899468,0.0,0.0,0.0,2021-04-10 23:59:59
INS-W_1036,2021-04-11,afternoon,2.0,67.0570136833455,243.272566666668,3355.64596604695,0.0,0.0,0.0,2021-04-11 11:59:59
INS-W_1036,2021-04-11,evening,5.0,670.364049856876,241.709716666668,4714.54749936492,0.0,0.0,0.0,2021-04-11 17:59:59
INS-W_1036,2021-04-11,morning,1.0,0.0,351.991350000001,807.89400164513,0.0,0.0,0.0,2021-04-11 05:59:59
INS-W_1036,2021-04-11,night,2.0,1314.20195847202,266.711433333334,4499.66907599642,0.0,0.0,0.0,2021-04-11 23:59:59
INS-W_1036,2021-04-12,afternoon,1.0,0.0,347.276933333334,1894.51244345878,0.0,0.0,0.0,2021-04-12 11:59:59
INS-W_1036,2021-04-12,evening,3.0,315.295057876877,0.999983333333333,4771.55875043225,0.0,114.996133333333,5.0004,2021-04-12 17:59:59
INS-W_1036,2021-04-12,morning,1.0,7.07323088988687e-10,344.981416666668,1381.52933136249,0.0,0.0,0.0,2021-04-12 05:59:59
INS-W_1036,2021-04-12,night,1.0,0.0,345.992083333334,1464.82570739505,0.0,0.0,0.0,2021-04-12 23:59:59
INS-W_1036,2021-04-13,afternoon,4.0,1361.796710632,5.99986666666667,13758.0783790745,0.0,0.0,0.0,2021-04-13 11:59:59
INS-W_1036,2021-04-13,evening,1.0,0.0,347.694466666667,656.997472857176,0.0,0.0,0.0,2021-04-13 17:59:59
INS-W_1036,2021-04-13,morning,1.0,0.0,0.0,6820.75426802823,0.0,0.0,0.0,2021-04-13 05:59:59
INS-W_1036,2021-04-13,night,1.0,0.0,0.0,5327.10969170886,0.0,0.0,0.0,2021-04-13 23:59:59
INS-W_1036,2021-04-14,afternoon,1.0,0.0,343.984666666668,1012.14961082884,0.0,0.0,0.0,2021-04-14 11:59:59
INS-W_1036,2021-04-14,evening,4.0,1044.53245506399,234.9874,10406.6854008602,7.99925,5.0004,0.0,2021-04-14 17:59:59
INS-W_1036,2021-04-14,morning,1.0,0.0,348.987966666667,589.782133207876,0.0,0.0,0.0,2021-04-14 05:59:59
INS-W_1036,2021-04-14,night,1.0,0.0,348.991400000001,845.209892524413,0.0,0.0,0.0,2021-04-14 23:59:59
INS-W_1036,2021-04-15,afternoon,8.0,970.755443236835,271.281233333334,6908.55586217598,10.9983166666667,1.99943333333333,0.0,2021-04-15 11:59:59
INS-W_1036,2021-04-15,evening,9.0,956.503280837438,254.988666666668,9883.59341107378,36.9973666666667,0.0,0.0,2021-04-15 17:59:59
INS-W_1036,2021-04-15,morning,1.0,0.0,351.989516666667,648.268486215987,0.0,0.0,0.0,2021-04-15 05:59:59
INS-W_1036,2021-04-15,night,1.0,0.0,335.991433333334,2103.58692630338,0.0,0.0,0.0,2021-04-15 23:59:59
INS-W_1036,2021-04-16,afternoon,5.0,158.474985889235,317.987016666667,2952.83086709308,0.0,19.9995666666667,0.0,2021-04-16 11:59:59
INS-W_1036,2021-04-16,evening,11.0,11066.6514667431,79.9921333333333,71808.7454068334,2.0005,8.00156666666667,0.0,2021-04-16 17:59:59
INS-W_1036,2021-04-16,morning,1.0,0.0,345.987683333334,1270.72152411603,0.0,0.0,0.0,2021-04-16 05:59:59
INS-W_1036,2021-04-16,night,1.0,0.0,351.694716666667,591.222403757302,0.0,0.0,0.0,2021-04-16 23:59:59
INS-W_1036,2021-04-17,afternoon,2.0,243.623603684672,321.289566666667,3984.58592334133,0.999966666666667,0.0,0.0,2021-04-17 11:59:59
INS-W_1036,2021-04-17,evening,4.0,3023.26425917105,97.7004666666666,14220.2198578684,0.0,0.0,0.0,2021-04-17 17:59:59
INS-W_1036,2021-04-17,morning,1.0,0.0,351.9934,513.032125407392,0.0,0.0,0.0,2021-04-17 05:59:59
INS-W_1036,2021-04-17,night,6.0,153.825316290152,277.992416666668,4956.81496507623,1.00181666666667,0.0,0.0,2021-04-17 23:59:59
INS-W_1036,2021-04-18,afternoon,1.0,0.0,359.991133333333,14.9852479593014,0.0,0.0,0.0,2021-04-18 11:59:59
INS-W_1036,2021-04-18,evening,1.0,0.0,359.990483333334,45.5964891336713,0.0,0.0,0.0,2021-04-18 17:59:59
INS-W_1036,2021-04-18,morning,1.0,0.0,358.990716666667,85.1220718394363,0.0,0.0,0.0,2021-04-18 05:59:59
INS-W_1036,2021-04-18,night,1.0,0.0,359.992516666668,0.0,0.0,0.0,0.0,2021-04-18 23:59:59
INS-W_1036,2021-04-19,afternoon,1.0,0.0,281.817350000001,7515.1429209421,0.0,0.0,0.0,2021-04-19 11:59:59
INS-W_1036,2021-04-19,evening,6.0,3559.49266275412,184.982083333333,23465.6703153154,87.0008333333333,0.0,0.0,2021-04-19 17:59:59
INS-W_1036,2021-04-19,morning,1.0,0.0,358.990166666667,92.6319148601733,0.0,0.0,0.0,2021-04-19 05:59:59
INS-W_1036,2021-04-19,night,1.0,0.0,358.992233333334,33.9289359048583,0.0,0.0,0.0,2021-04-19 23:59:59
INS-W_1036,2021-04-20,afternoon,8.0,1336.99204999279,145.430233333333,28710.3170262874,0.0,0.0,0.0,2021-04-20 11:59:59
INS-W_1036,2021-04-20,evening,2.0,230.803232319725,53.51135,13141.2763549028,0.0,77.0003666666666,0.0,2021-04-20 17:59:59
INS-W_1036,2021-04-20,morning,1.0,0.0,334.914150000001,1409.89928578232,0.0,0.0,0.0,2021-04-20 05:59:59
INS-W_1036,2021-04-20,night,5.0,4869.73879047064,167.970016666667,38087.8607640868,5.00653333333333,0.0,0.0,2021-04-20 23:59:59
INS-W_1036,2021-04-21,afternoon,2.0,190.058869120523,281.438533333334,8146.42306834308,0.0,3.00216666666667,0.0,2021-04-21 11:59:59
INS-W_1036,2021-04-21,evening,1.0,0.0,302.514683333334,11536.0495044217,0.0,0.0,0.0,2021-04-21 17:59:59
INS-W_1036,2021-04-21,morning,1.0,0.0,324.472566666668,1912.25460885301,0.0,0.0,0.0,2021-04-21 05:59:59
INS-W_1036,2021-04-21,night,1.0,0.0,331.181083333334,1634.80849557182,0.0,0.0,0.0,2021-04-21 23:59:59
INS-W_1036,2021-04-22,afternoon,5.0,6575.28677509897,155.475266666667,57499.1812437221,0.999983333333333,0.0,0.0,2021-04-22 11:59:59
INS-W_1036,2021-04-22,evening,5.0,1808.90626857994,0.0,24892.2539004739,4.99886666666667,0.0,0.0,2021-04-22 17:59:59
INS-W_1036,2021-04-22,morning,1.0,0.0,310.988333333334,10214.7763228806,0.0,0.0,0.0,2021-04-22 05:59:59
INS-W_1036,2021-04-22,night,1.0,0.0,317.992533333334,9196.50886686696,0.0,0.0,0.0,2021-04-22 23:59:59
INS-W_1036,2021-04-23,afternoon,8.0,242.212881283431,5.00125,18000.4801426351,0.0,6.99771666666667,0.0,2021-04-23 11:59:59
INS-W_1036,2021-04-23,evening,6.0,2084.20432447551,0.0,17236.2028794377,0.0,0.0,0.0,2021-04-23 17:59:59
INS-W_1036,2021-04-23,morning,1.0,0.0,0.0,11056.2641693126,0.0,0.0,0.0,2021-04-23 05:59:59
INS-W_1036,2021-04-23,night,1.0,0.0,0.0,10924.1224892037,0.0,0.0,0.0,2021-04-23 23:59:59
INS-W_1036,2021-04-24,afternoon,4.0,3237.8883444801,95.8695666666666,19202.2400982464,0.0,0.0,0.0,2021-04-24 11:59:59
INS-W_1036,2021-04-24,evening,9.0,9535.52106177049,4.98915,59634.044333599,0.0,0.0,0.0,2021-04-24 17:59:59
INS-W_1036,2021-04-24,morning,2.0,2476.25814913197,171.996283333334,29446.2473290181,0.0,0.0,0.0,2021-04-24 05:59:59
INS-W_1036,2021-04-24,night,8.0,3192.6129030114,167.988683333334,34168.2434980193,0.99285,0.0,0.0,2021-04-24 23:59:59
INS-W_1036,2021-04-25,afternoon,10.0,4406.8078150595,65.4887666666666,54153.6842456283,0.0,0.0,0.0,2021-04-25 11:59:59
INS-W_1036,2021-04-25,evening,3.0,669.914898178195,177.997416666667,14651.4858078114,0.0,0.0,0.0,2021-04-25 17:59:59
INS-W_1036,2021-04-25,morning,1.0,0.0,0.0,33790.2196944076,0.0,0.0,0.0,2021-04-25 05:59:59
INS-W_1036,2021-04-25,night,1.0,0.0,0.0,37587.0713265013,0.0,0.0,0.0,2021-04-25 23:59:59
INS-W_1036,2021-04-26,afternoon,4.0,2570.18391187653,123.47955,45805.233379454,0.0,0.0,0.0,2021-04-26 11:59:59
INS-W_1036,2021-04-26,evening,7.0,2003.71767438565,8.51388333333333,21944.6771579976,0.0,0.0,0.0,2021-04-26 17:59:59
INS-W_1036,2021-04-26,morning,1.0,0.0,225.504766666668,24267.2921039499,0.0,0.0,0.0,2021-04-26 05:59:59
INS-W_1036,2021-04-26,night,3.0,107.604862955774,208.995733333334,26558.4747421418,0.0,3.00713333333333,0.0,2021-04-26 23:59:59
INS-W_1036,2021-04-27,afternoon,16.0,7742.40018245311,50.9854833333333,89155.2388222526,8.99968333333334,0.0,0.0,2021-04-27 11:59:59
INS-W_1036,2021-04-27,evening,1.0,0.0,0.0,10704.0839926503,0.0,0.0,0.0,2021-04-27 17:59:59
INS-W_1036,2021-04-27,morning,1.0,0.0,25.9863833333333,26732.7407202972,0.0,0.0,0.0,2021-04-27 05:59:59
INS-W_1036,2021-04-27,night,4.0,2218.3329753888,0.0,39720.8927264792,0.0,0.0,0.0,2021-04-27 23:59:59
INS-W_1036,2021-04-28,afternoon,1.0,7.07323088988687e-10,0.0,713.283092073176,0.0,0.0,0.0,2021-04-28 11:59:59
INS-W_1036,2021-04-28,evening,3.0,1713.94596641946,91.9987833333333,10549.9070823055,0.999983333333333,0.0,0.0,2021-04-28 17:59:59
INS-W_1036,2021-04-28,morning,1.0,0.0,0.0,8455.05797090435,0.0,0.0,0.0,2021-04-28 05:59:59
INS-W_1036,2021-04-28,night,1.0,0.0,0.0,10665.7970882747,0.0,0.0,0.0,2021-04-28 23:59:59
INS-W_1036,2021-04-29,afternoon,7.0,346.322513109676,162.776533333333,17680.2228163022,0.0,2.01855,0.0,2021-04-29 11:59:59
INS-W_1036,2021-04-29,evening,4.0,197.775390560251,3.99936666666667,6429.52331488292,0.0,0.0,0.0,2021-04-29 17:59:59
INS-W_1036,2021-04-29,morning,1.0,0.0,220.848300000001,11172.562393299,0.0,0.0,0.0,2021-04-29 05:59:59
INS-W_1036,2021-04-29,night,1.0,0.0,227.139233333334,10293.7066925375,0.0,0.0,0.0,2021-04-29 23:59:59
INS-W_1036,2021-04-30,afternoon,3.0,826.559091551802,136.81915,9002.87059036699,0.999983333333333,0.0,0.0,2021-04-30 11:59:59
INS-W_1036,2021-04-30,evening,4.0,3014.20945764432,12.13245,27213.6384348588,0.0,0.0,0.0,2021-04-30 17:59:59
INS-W_1036,2021-04-30,morning,2.0,98.84696969452,42.1334,52492.0390371716,0.0,0.0,0.0,2021-04-30 05:59:59
INS-W_1036,2021-04-30,night,2.0,95.6594531109774,69.92145,46289.3987853384,0.0,0.0,0.0,2021-04-30 23:59:59
INS-W_1036,2021-05-01,afternoon,4.0,8203.04257560246,0.0,66179.2463255163,0.0,0.0,0.0,2021-05-01 11:59:59
INS-W_1036,2021-05-01,evening,2.0,9645.85311199384,169.968966666667,25254.0317450688,0.0,0.0,0.0,2021-05-01 17:59:59
INS-W_1036,2021-05-01,morning,2.0,4687.90304432442,192.995366666667,42024.3313377947,0.0,0.0,0.0,2021-05-01 05:59:59
INS-W_1036,2021-05-01,night,1.0,0.0,226.856983333334,21742.0568454721,0.0,0.0,0.0,2021-05-01 23:59:59
INS-W_1036,2021-05-02,afternoon,4.0,2640.67101975909,151.24785,20345.9631191268,1.9993,0.0,0.0,2021-05-02 11:59:59
INS-W_1036,2021-05-02,evening,1.0,0.0,351.988266666667,421.631198521461,0.0,0.0,0.0,2021-05-02 17:59:59
INS-W_1036,2021-05-02,morning,3.0,2242.15116770471,259.818200000001,15464.8103142522,0.0,0.0,0.0,2021-05-02 05:59:59
INS-W_1036,2021-05-02,night,1.0,1.90546958662121e-09,318.069933333334,2059.81150617483,0.0,0.0,0.0,2021-05-02 23:59:59
INS-W_1036,2021-05-03,afternoon,2.0,5951.78877737387,164.744666666667,33774.1452776854,0.0,0.0,0.0,2021-05-03 11:59:59
INS-W_1036,2021-05-03,evening,3.0,104.247488092596,130.24765,3186.04405253348,0.0,0.0,0.0,2021-05-03 17:59:59
INS-W_1036,2021-05-03,morning,1.0,0.0,351.988583333334,455.179093783563,0.0,0.0,0.0,2021-05-03 05:59:59
INS-W_1036,2021-05-03,night,1.0,0.0,358.990466666667,61.8949615704911,0.0,0.0,0.0,2021-05-03 23:59:59
INS-W_1036,2021-05-04,afternoon,1.0,7.07323088988687e-10,4.99836666666667,3859.85899728937,0.0,0.0,0.0,2021-05-04 11:59:59
INS-W_1036,2021-05-04,evening,5.0,804.600761352766,3.99945,5836.07148177849,0.0,0.0,0.0,2021-05-04 17:59:59
INS-W_1036,2021-05-04,morning,8.0,4150.50904608753,205.746400000001,25948.0198229074,0.0,0.0,0.0,2021-05-04 05:59:59
INS-W_1036,2021-05-04,night,1.0,0.0,359.987916666667,14.6173208715661,0.0,0.0,0.0,2021-05-04 23:59:59
INS-W_1036,2021-05-05,afternoon,1.0,0.0,141.934283333333,18522.3824555859,0.0,0.0,0.0,2021-05-05 11:59:59
INS-W_1036,2021-05-05,evening,2.0,265.093405174828,83.0354,27695.5522730583,0.0,129.027716666667,0.0,2021-05-05 17:59:59
INS-W_1036,2021-05-05,morning,1.0,0.0,136.9376,22058.7017670853,0.0,0.0,0.0,2021-05-05 05:59:59
INS-W_1036,2021-05-05,night,1.0,7.07323088988687e-10,107.938416666667,16690.1481042669,0.0,0.0,0.0,2021-05-05 23:59:59
INS-W_1036,2021-05-06,afternoon,2.0,228.254027857805,98.9528,24523.3301783418,0.0,4.96805,1.97925,2021-05-06 11:59:59
INS-W_1036,2021-05-06,evening,8.0,1896.87359116797,95.79025,40927.9580080897,22.8677166666667,0.0,3.01001666666667,2021-05-06 17:59:59
INS-W_1036,2021-05-06,morning,1.0,0.0,133.997983333333,40915.7314310537,0.0,0.0,0.0,2021-05-06 05:59:59
INS-W_1036,2021-05-06,night,1.0,0.0,141.93945,36874.8420001167,0.0,0.0,0.0,2021-05-06 23:59:59
INS-W_1036,2021-05-07,afternoon,4.0,794.972143444895,61.8155666666666,23025.3957292949,0.0,0.0,0.0,2021-05-07 11:59:59
INS-W_1036,2021-05-07,evening,2.0,1776.42477878801,37.9678833333333,15360.0204648268,0.0,0.0,0.0,2021-05-07 17:59:59
INS-W_1036,2021-05-07,morning,1.0,0.0,145.977983333333,25602.3957898946,0.0,0.0,0.0,2021-05-07 05:59:59
INS-W_1036,2021-05-07,night,1.0,1.90547332399037e-09,177.527783333333,15524.462693154,0.0,0.0,0.0,2021-05-07 23:59:59
INS-W_1036,2021-05-08,afternoon,6.0,1400.25702873611,201.964316666667,31515.7978266229,0.991616666666667,0.0,0.0,2021-05-08 11:59:59
INS-W_1036,2021-05-08,evening,5.0,1345.51518484885,0.0,48440.3540955268,0.0,0.0,0.0,2021-05-08 17:59:59
INS-W_1036,2021-05-08,morning,6.0,1323.74782616211,12.9249666666667,66761.908592009,0.0,0.0,0.0,2021-05-08 05:59:59
INS-W_1036,2021-05-08,night,3.0,991.26325107711,0.0,53873.8059107773,0.0,0.0,0.0,2021-05-08 23:59:59
INS-W_1036,2021-05-09,afternoon,4.0,2857.94507219502,0.0,66707.9874554062,0.0,0.0,0.0,2021-05-09 11:59:59
INS-W_1036,2021-05-09,evening,2.0,213.960338387244,0.0,27526.4116342477,0.0,0.0,0.0,2021-05-09 17:59:59
INS-W_1036,2021-05-09,morning,7.0,7353.82481425664,0.0,43438.2555241209,2.00108333333333,0.0,0.0,2021-05-09 05:59:59
INS-W_1036,2021-05-09,night,1.0,0.0,0.0,16899.7561465775,0.0,0.0,0.0,2021-05-09 23:59:59
INS-W_1036,2021-05-10,afternoon,2.0,16.5627825411335,98.9866166666666,43883.1984906172,1.98883333333333,0.0,0.0,2021-05-10 11:59:59
INS-W_1036,2021-05-10,evening,1.0,0.0,141.03685,21988.4667333305,0.0,0.0,0.0,2021-05-10 17:59:59
INS-W_1036,2021-05-10,morning,1.0,7.07323088988687e-10,0.0,970.921951434164,0.0,0.0,0.0,2021-05-10 05:59:59
INS-W_1036,2021-05-10,night,1.0,0.0,0.0,605.598802639003,0.0,0.0,0.0,2021-05-10 23:59:59
INS-W_1036,2021-05-11,afternoon,1.0,0.0,172.617783333333,11695.3691037197,0.0,0.0,0.0,2021-05-11 11:59:59
INS-W_1036,2021-05-11,evening,2.0,2396.31752315306,48.8494333333333,22684.9767290526,0.0,0.0,0.0,2021-05-11 17:59:59
INS-W_1036,2021-05-11,morning,2.0,1933.84081656011,118.02395,35524.5939431464,0.0,0.0,0.0,2021-05-11 05:59:59
INS-W_1036,2021-05-11,night,1.0,0.0,140.949716666667,24566.5677912122,0.0,0.0,0.0,2021-05-11 23:59:59
INS-W_1036,2021-05-12,afternoon,2.0,125.814823568719,0.0,65527.1360510763,0.0,0.0,0.0,2021-05-12 11:59:59
INS-W_1036,2021-05-12,evening,3.0,2854.52461856385,0.0,65230.3192256301,0.0,0.0,0.0,2021-05-12 17:59:59
INS-W_1036,2021-05-12,morning,3.0,2634.3064586409,24.9500833333333,49864.4873927874,0.0,0.0,0.0,2021-05-12 05:59:59
INS-W_1036,2021-05-12,night,1.0,0.0,178.5505,13109.9055626655,0.0,0.0,0.0,2021-05-12 23:59:59
INS-W_1036,2021-05-13,afternoon,5.0,4515.16884642653,0.0,75056.7774185562,0.0,0.0,0.0,2021-05-13 11:59:59
INS-W_1036,2021-05-13,evening,1.0,0.0,0.0,67803.8234340856,0.0,0.0,0.0,2021-05-13 17:59:59
INS-W_1036,2021-05-13,morning,3.0,2318.53442368571,0.0,56509.4249957541,0.0,0.0,0.0,2021-05-13 05:59:59
INS-W_1036,2021-05-13,night,1.0,0.0,0.0,55279.5088196044,0.0,0.0,0.0,2021-05-13 23:59:59
INS-W_1036,2021-05-14,afternoon,6.0,7606.91359309837,24.9803166666667,105816.752590516,0.0,0.0,0.0,2021-05-14 11:59:59
INS-W_1036,2021-05-14,evening,2.0,230.120643908639,122.813466666667,16538.1675132808,0.0,71.0408666666666,0.0,2021-05-14 17:59:59
INS-W_1036,2021-05-14,morning,1.0,0.0,0.999983333333333,82433.4160621256,0.0,0.0,0.0,2021-05-14 05:59:59
INS-W_1036,2021-05-14,night,1.0,0.0,0.0,81752.3226771408,0.0,0.0,0.0,2021-05-14 23:59:59
INS-W_1036,2021-05-15,afternoon,6.0,3706.40150499223,84.83565,48091.0908414766,0.0,0.0,0.0,2021-05-15 11:59:59
INS-W_1036,2021-05-15,evening,8.0,4932.71917832074,75.8269833333333,45953.4429055458,0.0,0.0,0.0,2021-05-15 17:59:59
INS-W_1036,2021-05-15,morning,1.0,0.0,140.952866666667,19292.9984949838,0.0,0.0,0.0,2021-05-15 05:59:59
INS-W_1036,2021-05-15,night,1.0,0.0,137.020966666667,20294.466245952,0.0,0.0,0.0,2021-05-15 23:59:59
INS-W_1036,2021-05-16,afternoon,6.0,970.614338823169,0.0,46444.6694531808,33.7726833333333,0.0,0.0,2021-05-16 11:59:59
INS-W_1036,2021-05-16,evening,2.0,25.5792271475061,185.363833333333,18653.9788754742,0.0,0.0,0.0,2021-05-16 17:59:59
INS-W_1036,2021-05-16,morning,1.0,0.0,136.916466666667,21236.8722632219,0.0,0.0,0.0,2021-05-16 05:59:59
INS-W_1036,2021-05-16,night,1.0,0.0,152.8911,16374.2860467767,0.0,0.0,0.0,2021-05-16 23:59:59
INS-W_1036,2021-05-17,afternoon,8.0,3873.65943425768,138.409116666667,48060.7366810688,0.0,0.0102,0.0,2021-05-17 11:59:59
INS-W_1036,2021-05-17,evening,1.0,0.0,227.918866666667,62485.5101067555,0.0,0.0,0.0,2021-05-17 17:59:59
INS-W_1036,2021-05-17,morning,1.0,0.0,166.723733333333,14629.767005203,0.0,0.0,0.0,2021-05-17 05:59:59
INS-W_1036,2021-05-17,night,1.0,0.0,176.5381,12686.8497832336,0.0,0.0,0.0,2021-05-17 23:59:59
INS-W_1036,2021-05-18,afternoon,1.0,1.90547343958243e-09,202.288,11026.468281385,0.0,0.0,0.0,2021-05-18 11:59:59
INS-W_1036,2021-05-18,evening,4.0,2752.58254288485,30.9463833333333,14638.9528517287,0.0,0.0,0.0,2021-05-18 17:59:59
